gene	GSM1495249	GSM1495251	GSM1495253	GSM1495250	GSM1495252
7504	0.46	0.46	-0.15	0.53	-0.29
7507	0.47	0.39	0.59	0.4	0.67
7508	0.67	0.7	0.98	0.78	1.06
7511	0.83	0.83	1.05	0.91	1.33
7512	-0.23	-0.3	-0.28	-0.55	-0.11
7514	1.62	1.73	2.04	1.71	2
7515	0.57	0.63	0.74	0.64	0.61
7516	-0.02	0.03	0.23	0.04	0.32
7517	0.22	0.16	0.29	0.21	0.27
7518	0.03	0.07	0.12	0.06	0.31
7520	1.82	1.72	2.13	1.82	2.27
7525	0.77	0.6	1.39	0.73	1.26
7526	-1.17	-0.37	-0.29	-0.55	-0.41
7528	1.5	1.51	1.62	1.51	1.59
7529	2.77	2.75	2.18	2.77	2.46
7531	2.88	2.85	3.01	2.85	3.1
7532	3.08	3.14	2.3	3.11	2
7533	3.02	3.08	1.59	3.03	1.41
7534	3.06	3.16	2.54	3.14	2.62
7535	-0.18	-0.14	-0.27	-0.29	-0.07
7536	1.89	1.83	2.15	1.86	2.24
7538	0.84	0.59	1.56	0.4	0.44
7539	0.13	0.12	0.55	0.09	0.63
7541	0.4	0.43	0.52	0.46	0.65
7542	0.41	0.48	0.56	0.54	0.54
7543	0.84	0.5	1.15	0.49	0.73
7544	-1.17	0.27	-1.19	0.2	0.42
7545	0.24	0.15	-0.05	0.16	0.96
7546	0.31	0.26	0.1	0.28	0.19
7547	-0.12	-0.17	-0.19	-0.15	0.01
7549	0.08	0.12	0.14	0.1	0.21
7551	0.48	0.47	1.16	0.6	0.91
7552	0.82	0.79	1.53	0.94	1.73
7553	0.53	0.43	0.67	0.57	0.68
7554	0.41	0.38	0.74	0.46	0.46
7555	2.09	2	2.27	1.95	2.32
7556	0.37	0.29	0.3	0.38	0.4
7559	0.7	0.68	0.9	0.65	0.74
7561	0.21	0.19	0.26	0.29	0.26
7562	0.42	0.49	0.77	0.64	1.03
7564	0.16	0.09	0.26	0.15	0.24
7565	0.11	0.15	0.21	0.16	0.14
7566	0.18	0.17	0.22	0.21	0.38
7567	0.03	0.09	0.16	0.07	0.21
7568	-0.12	-0.09	-0.11	-0.33	-0.05
7569	0.2	0.11	0.36	0.23	0.36
7570	0.64	0.54	1.25	0.51	1.34
7571	0.47	0.49	0.7	0.63	0.56
7572	1.42	1.26	1.84	1.32	1.92
7574	0.47	0.5	0.37	0.55	0.55
7576	0.17	0.11	0.25	0.1	0.23
7577	-1.17	-1.21	-1.19	-1.17	-1.18
7579	-0.1	-0.07	0.03	-0.09	0.02
7580	0.66	0.71	0.83	0.64	1.01
7581	0.82	0.78	0.91	0.81	0.68
7582	0.52	0.6	0.46	0.66	0.48
7584	0.03	0.05	0.13	0.04	0.21
7586	1.59	1.39	2.09	1.53	1.69
7587	0.92	0.85	0.93	0.88	0.98
7589	0.19	0.18	0.58	0.18	0.42
7592	0.24	0.32	0.32	0.27	0.33
7593	0.62	0.71	0.68	0.8	0.43
7594	0.34	0.35	0.72	0.37	0.95
7596	0.22	0.21	0.42	0.22	0.29
7597	0.48	0.44	0.69	0.65	0.7
7617	-0.19	-0.24	-0.04	-0.19	0
7620	-0.17	-0.17	0	-0.13	0.04
7621	0.16	0.15	0.39	0.24	0.43
7625	0.32	0.46	0.76	0.44	0.59
7626	0.3	0.24	0.35	0.36	0.64
7627	0.43	0.47	0.59	0.52	0.52
7628	-1.17	-1.21	-1.19	-0.46	-1.18
7629	0.64	0.65	1	0.69	1
7633	0.03	0	0.18	0.03	0.23
7634	-0.37	-0.37	-0.2	-0.29	-0.23
7637	1	0.94	1.08	1.07	1.29
7638	-0.01	-0.08	0.17	-0.01	0.08
7639	0.02	0	0.3	0	0.3
7643	-0.11	-0.13	0.02	-0.13	0.1
7644	0.79	0.77	1	0.95	0.9
7652	-0.15	-0.21	-0.09	-0.14	0.08
7661	-0.56	-0.39	-0.37	-1.17	-0.46
7673	0.08	0.08	0.12	0.12	0.09
7675	0.46	0.43	0.7	0.45	0.65
7678	-0.07	-0.04	0.08	0.04	0.12
7681	0.05	0.02	0.48	0.02	0.44
7682	-1.17	-1.21	-1.19	-0.46	-1.18
7683	-0.56	-0.51	-1.19	-0.4	-0.37
7690	0.65	0.6	0.85	0.67	0.87
7691	0.18	0.18	0.15	0.21	0.12
7692	0.37	0.42	0.54	0.47	0.58
7693	0.46	0.48	0.56	0.57	0.45
7694	0.24	0.23	0.37	0.32	0.4
7695	0.3	0.27	0.48	0.29	0.36
7696	-0.18	-0.15	-0.05	-0.15	-0.08
7697	0.26	0.21	0.62	0.33	0.62
7699	0.29	0.27	0.28	0.28	0.57
7700	0.14	0.17	0.29	0.22	0.25
7701	0.73	0.65	0.71	0.75	0.64
7702	0.24	0.28	0.45	0.26	0.43
7703	0.54	0.47	1.32	0.47	1.37
7704	0.17	0.31	0.29	0.32	0.3
7705	1.04	1.01	1.55	1.09	1.05
7706	0.51	0.55	0.73	0.48	0.93
7707	0.94	0.85	1.22	0.91	1.14
7709	0.67	0.8	0.89	0.76	0.59
7710	0.35	0.53	0.82	0.4	0.49
7711	0.24	0.15	0.24	0.23	0.19
7712	-0.16	-0.12	-0.03	-0.11	0.1
7716	1.03	0.75	1.4	0.84	1.28
7718	-0.18	-0.13	-0.19	-0.2	-0.15
7726	0.73	0.63	0.84	0.69	0.95
7727	0.29	0.28	0.28	0.29	0.34
7728	0.34	0.34	0.48	0.43	0.3
7730	-0.09	0.07	0.22	0.09	0.24
7732	1.38	1.45	1.01	1.35	1.57
7733	0.18	0.2	0.24	0.19	0.18
7737	0.2	0.18	0.24	0.15	0.28
7738	0.55	0.62	0.31	0.58	0.34
7739	0.14	0.04	0.14	0.12	0.19
7741	0.53	0.41	0.72	0.48	0.64
7743	0.78	0.84	1.03	0.88	1.07
7745	0.54	0.46	1.33	0.67	1.15
7746	0.14	0.1	0.29	0.04	0.29
7748	0.64	0.51	0.85	0.6	0.79
7750	1.46	1.39	1.68	1.41	1.85
7752	0.23	0.15	0.22	0.23	0.33
7753	0.28	0.26	0.42	0.3	0.42
7754	0.92	0.91	0.05	0.99	0.14
7755	0.24	0.29	0.22	0.3	0.55
7756	1.45	1.44	1.85	1.52	1.9
7757	-0.08	-0.08	0.12	-0.18	0.35
7760	0.47	0.52	0.69	0.64	0.56
7761	-0.1	-0.09	0.04	0	-0.02
7762	-0.06	-0.12	-0.28	0	-0.26
7763	2.24	2.29	2.48	2.33	2.58
7764	0.18	0.06	0.31	0.07	0.3
7766	0.13	0.11	0.12	0.13	0.1
7767	0.81	0.68	0.85	0.84	0.49
7768	0.11	0.12	0.29	0.16	0.14
7769	0.44	0.44	0.87	0.66	0.5
7770	0.28	0.31	0.65	0.27	0.52
7771	0.19	0.12	0.31	0.2	0.24
7772	0.22	0.14	0.44	0.08	0.29
7773	0.05	0.02	0.1	0.04	0.03
7775	0.15	0.27	0.23	0.19	0.26
7776	0.5	0.47	0.56	0.46	0.45
7779	1.05	0.92	0.75	0.96	0.87
7780	-0.19	-0.22	-0.12	-0.15	-0.12
7781	1.4	1.67	-0.11	1.56	-0.2
7782	0.46	0.53	0.31	0.57	0.32
7783	-1.17	-1.21	-1.19	-0.4	-1.18
7784	-0.04	-0.06	0.1	0.1	-0.24
7786	1.3	1.2	1.21	1.44	1.12
7789	0.01	-0.07	0.13	0.02	0.3
7791	1.35	1.43	1.48	1.44	1.43
7798	1.03	1.09	0.54	1.15	0.34
7799	1.37	1.49	1.04	1.62	0.45
7802	0.34	0.24	0.83	0.36	0.33
7803	1.55	1.6	1.68	1.52	1.86
7804	1.15	1.15	1.42	1.08	1.72
7805	1.71	1.44	2.12	1.07	1.25
7809	-0.41	-0.51	-0.4	-0.31	-0.46
7812	2.5	2.44	2.45	2.42	2.1
7813	0.64	0.46	0.84	0.59	0.56
7818	1.07	0.94	1.11	0.99	1.19
7827	-1.17	-1.21	-1.19	-1.17	-1.18
7832	1.28	0.83	1.92	0.86	1.73
7837	0.8	0.62	2.24	0.39	1.58
7840	0.39	0.3	0.66	0.47	0.76
7841	0.72	0.65	0.86	0.74	0.91
7844	1.24	1.16	1	1.28	1.43
7846	2.87	2.98	3.27	2.93	3.23
7849	-0.46	-0.08	-0.21	-0.14	-0.2
7850	-1.17	-0.17	-0.35	-1.17	-0.46
7851	0.01	0	-0.21	-0.02	-0.14
7852	0.18	0.05	1.3	0.02	0.32
7855	0.11	-0.01	0.11	0.02	0
7857	1.97	2.13	1.6	1.93	2.25
7862	0.46	0.56	0.54	0.45	0.51
7866	0.3	0.29	0.5	0.39	0.44
7867	0.35	0.32	0.45	0.3	0.43
7869	1.55	1.22	1.07	1.68	1.11
7871	0.97	0.84	0.69	0.97	0.72
7873	0.4	0.56	0.47	0.39	0.58
7874	1.84	1.85	1.73	1.71	1.97
7879	2.22	2.16	2.23	2.11	2.35
7881	1.14	1.12	0.32	1.24	0.73
7884	0.92	0.98	0.76	0.94	0.89
7903	0.3	0.25	0.25	0.24	0.39
7905	2.47	2.56	1.79	2.45	2.08
7913	1.19	1.05	1.53	1	1.72
7915	1.58	1.46	1.95	1.52	1.52
7916	2.27	2.21	2.58	2.35	2.47
7917	1.74	1.75	2.03	1.8	2.06
7918	0.33	0.33	0.5	0.38	0.64
7919	1.87	1.77	2.41	1.91	2.45
7920	1.1	1.12	0.96	0.96	1.08
7922	1.19	1.15	1.39	1.06	1.61
7923	0.04	0.04	0	0.04	0.26
7932	-0.27	-0.29	-0.21	-0.29	-0.35
7936	0.89	0.96	1.21	0.88	1.31
7940	0.26	0.14	0.31	0.01	0.08
7941	0.05	0.07	0.17	-0.01	0.09
7942	0.57	0.54	0.6	0.61	0.55
7957	0.48	0.42	0.54	0.44	0.36
7965	0.25	0.26	0.46	0.22	0.6
7975	1.39	1.43	0.41	1.17	0.26
7976	1.38	1.52	1.29	1.3	0.27
7978	0.2	0.23	0.32	0.21	0.36
7980	-0.17	-0.3	0.17	-0.4	-0.41
7982	0.49	0.56	1.14	0.53	1.02
7984	-0.25	-0.27	-1.19	-0.22	-0.2
7988	0.32	0.29	0.56	0.21	0.4
7991	1.22	1.29	0.48	1.27	0.78
7993	0.33	0.29	0.31	0.3	0.36
7994	0.89	0.74	1.59	0.89	1.46
8000	-0.37	-0.28	-0.18	-0.4	-0.2
8001	0.52	0.57	0.68	0.95	0.72
8013	0.23	0	0.2	0.3	-0.01
8019	0.94	0.91	1.79	0.83	1.67
8021	0.85	0.83	1.53	0.9	1.41
8022	-0.29	-0.07	-0.16	-1.17	-0.01
8027	1	0.96	0.86	0.92	0.82
8028	0.52	0.45	0.47	0.55	0.43
8029	0.03	-0.07	0.04	-0.09	0.02
8030	1.6	1.58	1.04	1.53	1.19
8031	1.68	1.67	1.97	1.65	2.06
8034	0.61	0.6	0.54	0.69	0.58
8036	1.15	1.13	0.86	1.15	0.83
8038	0.11	0.01	-0.05	-0.09	0.17
8045	0.19	0.38	-0.05	0.21	-0.06
8048	-1.17	-1.21	-0.58	-0.55	-0.41
8050	0.9	0.97	0.64	0.96	0.76
8061	-0.17	-0.14	-0.12	-0.33	-0.3
8065	1.16	1.32	1.07	1.06	1.11
8073	2.17	2	1.97	2.12	1.8
8074	-0.2	-0.15	-0.13	-0.13	-0.11
8076	-0.22	-0.61	-0.17	-0.33	-0.41
8078	1.73	1.82	1.57	1.73	1.79
8079	2.07	2.21	2.15	2.14	2.09
8082	0.66	0.57	1.38	0.55	0.75
8085	1.31	1.14	1.33	1.48	1.11
8086	0.58	0.59	1.02	0.6	1.07
8087	1.38	1.29	1.64	1.32	1.68
8089	0.2	0.23	0.46	0.21	0.48
8091	-0.32	-0.46	-0.21	-0.4	-0.25
8092	-0.56	-0.61	-1.19	-1.17	-1.18
8099	1.67	1.67	2.34	1.46	2.68
8100	0.41	0.32	0.55	0.4	0.48
8106	1.86	1.89	2.29	1.96	1.94
8110	0.14	0.14	0.42	0.21	0.46
8111	0.35	0.69	-0.28	0.06	-0.2
8115	-0.56	-0.61	-0.33	-1.17	-0.56
8120	1.6	1.72	1.15	1.76	1.23
8125	1.62	1.63	1.62	1.42	1.55
8128	-0.18	-0.09	0.33	-0.1	0.34
8131	0.79	0.99	0.94	0.89	1.23
8139	0.81	0.71	1.03	0.62	0.6
8140	2.03	2.04	1.62	1.57	1.96
8148	1.72	1.61	1.7	1.55	1.69
8153	0.98	0.84	2.22	0.74	2.69
8161	0.34	0.4	0.49	0.35	0.61
8165	0.92	0.9	1.12	1.19	1.1
8170	-0.19	-0.15	-0.07	-0.1	0.03
8174	-0.03	0.11	-0.14	0.02	-0.18
8175	0.57	0.62	1.3	0.7	1.33
8178	0.37	0.37	0.42	0.35	0.31
8187	0.05	0.02	0.08	0.11	0.12
8189	1.22	1.24	1.48	1.33	1.18
8190	-0.46	-0.46	-0.19	-0.29	-0.46
8192	0.57	0.65	0.63	0.6	0.73
8193	1.19	1.38	0.62	1.06	0.72
8195	1.12	1.21	0.95	1.09	1.1
8200	-0.21	-0.12	-0.35	-0.36	-0.21
8202	0.56	0.45	1.02	0.55	1.07
8204	0.75	0.68	0.94	0.85	0.89
8208	0.35	0.46	0.07	0.2	0.09
8214	0.51	0.67	1.08	0.49	1.04
8216	1.3	1.23	1.38	1.17	1.2
8218	0.07	0.15	0.33	0.1	0.3
8224	0.35	0.37	0.19	0.38	0.68
8225	0.94	0.99	1.29	1.26	1.38
8226	0.24	0.15	0.47	0.2	0.35
8227	0.82	0.82	1.23	0.96	1.17
8228	0.5	0.37	0.11	0.38	0.03
8233	0.3	0.2	0.33	0.19	0.22
8237	2.45	2.45	2.36	2.57	2.33
8239	1.79	1.67	1.99	1.69	1.75
8241	1.11	1.15	1.39	1.06	1.39
8242	1.54	1.4	1.83	1.39	1.53
8243	0.95	0.86	1.53	0.9	1.49
8251	-1.17	-1.21	-1.19	-1.17	-1.18
8260	0.98	0.95	0.99	1.05	0.73
8263	0.05	0.65	0.29	0.61	0.41
8266	1.13	1.1	0.4	1.03	0.73
8269	-0.05	0.04	0.17	0.06	0.12
8270	0.56	0.72	0.24	0.47	0.34
8273	0.23	0.12	0.17	0.09	0.15
8277	-0.22	-0.13	-0.09	-0.46	-0.07
8284	-0.27	0.96	-0.33	1.07	1.22
8287	-0.35	0.89	-0.49	0.97	0.96
8288	-0.24	-0.22	-0.08	-0.1	-0.15
8289	1.31	1.18	1.79	1.32	1.24
8290	-1.17	-0.61	-1.19	-1.17	-1.18
8291	0.87	0.44	-0.01	0.85	0.43
8292	0.14	0.13	0.12	0.22	0.08
8293	0.22	0.57	0.41	0.4	0.36
8294	-0.14	-0.15	-0.15	-0.12	-0.29
8295	1.02	0.96	1.64	1.1	1.1
8301	1.92	1.73	2.03	1.93	1.76
8302	-0.35	-0.46	0.38	-0.29	-0.04
8303	2.08	2.14	2.25	2.25	2.12
8309	0.07	0.06	0.21	-0.04	0.09
8310	0.31	0.4	0.51	0.3	0.54
8312	0.58	0.6	0.83	0.54	0.75
8313	0.51	0.5	0.42	0.52	0.51
8314	1.77	1.77	1.54	1.84	1.55
8315	0.6	0.63	0.75	0.61	0.84
8317	0.27	0.28	0.38	0.36	0.59
8318	-0.25	-0.21	0.07	-0.33	0.17
8320	-0.56	-0.46	-0.49	-0.46	-0.35
8321	0.29	0.32	0.28	0.36	0.25
8322	0.44	0.43	0.34	0.46	0.49
8323	0.16	0.06	-0.07	0.03	-0.02
8324	0.12	0.02	0.84	0.02	-0.14
8325	0.24	0.26	0.17	0.22	0.19
8326	0	0.09	-0.21	-0.01	-0.22
8328	-0.35	-0.2	-0.18	-0.27	-0.13
8329	-1.17	-1.21	-1.19	-1.17	-1.18
8330	-1.17	-0.51	-0.58	-1.17	-0.41
8331	-1.17	-1.21	-1.19	-1.17	-0.56
8332	-1.17	-1.21	-1.19	-1.17	-0.46
8333	-1.17	-1.21	-1.19	-1.17	-1.18
8334	0.55	0.55	0.45	0.36	0.23
8335	-0.56	-1.21	-1.19	-1.17	-1.18
8336	-0.56	-1.21	-0.58	-0.55	-1.18
8337	-0.12	-0.09	-0.04	-0.15	-0.19
8338	-1.17	-0.61	-0.37	-0.36	-1.18
8339	-0.1	-0.15	-0.16	-0.22	-0.37
8340	-1.17	-1.21	-0.49	-1.17	-0.56
8341	-0.12	-0.19	-0.03	-0.26	-0.02
8342	-1.17	-1.21	-1.19	-1.17	-1.18
8343	-0.46	-0.42	-0.4	-0.4	-0.56
8344	-0.12	-0.05	0.02	-0.18	-0.16
8345	-0.56	-0.61	-1.19	-0.55	-0.56
8346	-1.17	-1.21	-1.19	-1.17	-1.18
8347	-0.24	-0.23	-0.19	-0.18	-0.24
8348	-1.17	-0.61	-0.49	-1.17	-0.56
8349	0.58	0.59	0.77	0.42	0.24
8350	-1.17	-0.61	-1.19	-0.46	-1.18
8351	-1.17	-0.46	-1.19	-0.55	-1.18
8352	-1.17	-1.21	-1.19	-1.17	-1.18
8353	-0.18	0.06	-0.09	-0.26	-0.24
8354	-1.17	-1.21	-0.58	-1.17	-1.18
8355	-1.17	-0.61	-1.19	-1.17	-1.18
8356	-1.17	-1.21	-1.19	-1.17	-1.18
8357	-0.37	-0.51	-0.29	-0.46	-0.32
8358	-1.17	-1.21	-0.58	-1.17	-1.18
8359	-1.17	-1.21	-1.19	-1.17	-1.18
8360	-1.17	-1.21	-1.19	-0.46	-0.56
8361	-1.17	-1.21	-1.19	-1.17	-1.18
8362	-1.17	-1.21	-1.19	-0.4	-1.18
8363	-0.31	-0.27	-0.15	-0.31	-0.15
8364	-1.17	-1.21	-1.19	-0.46	-0.46
8365	0	-0.02	-0.09	-0.08	-0.04
8366	-0.56	-0.61	-1.19	-0.4	-1.18
8367	-0.27	-0.23	-0.27	0.01	-0.37
8368	-1.17	-1.21	-1.19	-1.17	-1.18
8369	-1.17	-1.21	-1.19	-1.17	-1.18
8370	-0.13	-0.28	0.08	-0.06	-0.01
8372	0.14	0.2	-0.02	0.06	0.07
8373	-1.17	-0.61	-1.19	-1.17	-0.56
8379	0.5	0.68	0.64	0.57	0.5
8382	0.23	0.46	0.04	0.41	0.04
8383	-1.17	-1.21	-1.19	-1.17	-1.18
8384	-0.46	-1.21	-1.19	-1.17	-1.18
8386	-1.17	-1.21	-0.58	-1.17	-1.18
8387	-0.56	-0.61	-0.58	-1.17	-0.46
8388	-1.17	-1.21	-1.19	-1.17	-0.56
8389	-1.17	-1.21	-1.19	-1.17	-1.18
8390	-0.41	-1.21	-1.19	-1.17	-1.18
8391	-1.17	-1.21	-1.19	-1.17	-1.18
8392	-0.56	-1.21	-1.19	-1.17	-1.18
8394	0.8	0.86	0.94	0.83	0.99
8395	0.49	0.66	-0.05	0.68	0.01
8396	2.36	2.3	2.15	2.37	2.18
8398	0.69	0.8	0.83	0.9	0.93
8399	-0.32	-0.31	-0.28	-0.31	-0.37
8402	1.14	1.27	0.87	1.2	1.05
8403	-1.17	-1.21	-1.19	-1.17	-1.18
8404	3.42	3.46	3.48	3.4	3.42
8405	1.23	1.3	1.33	1.1	1.35
8406	0.07	0.08	0.89	-0.06	1.16
8407	1.05	0.9	0.51	0.69	0.69
8408	1.58	1.58	1.06	1.55	1.06
8409	0.48	0.44	0.54	0.33	0.6
8410	-0.25	-0.22	-0.15	-0.31	-0.06
8411	0.82	0.77	0.97	0.82	1.11
8412	0.31	0.32	0.31	0.28	0.43
8416	0.06	0.07	0.24	0.08	0.2
8417	1.6	1.52	1.48	1.59	1.41
8418	-0.03	-0.05	-0.09	-0.02	-0.13
8419	-0.46	-1.21	-0.58	-1.17	-0.41
8424	0.53	0.55	0.94	0.32	0.68
8425	1	1.2	1.16	1.08	1.02
8427	0.51	0.51	0.98	0.57	0.78
8428	1.54	1.58	0.84	1.36	0.92
8431	-1.17	-1.21	-0.44	-1.17	-0.56
8433	-1.17	-0.46	-1.19	-0.55	-1.18
8434	0.32	0.31	0.45	0.27	0.17
8435	-0.32	-0.35	-1.19	-0.46	-1.18
8437	1.59	1.7	-0.07	1.25	-0.1
8438	-0.1	-0.03	0.05	-0.15	0.04
8439	0.6	0.51	0.94	0.54	0.78
8440	0.73	0.93	0.9	0.81	0.81
8443	0.85	0.89	1.06	0.84	1.16
8444	-0.02	0.02	-0.1	-0.1	0.05
8445	0.52	0.41	0.59	0.42	0.71
8446	0.27	0.31	0.4	0.26	0.39
8447	1.15	1.18	0.2	1.33	0.09
8448	1.87	2.1	0.16	1.75	0.12
8449	0.65	0.71	0.77	0.58	0.8
8450	1.28	1.27	1.42	1.28	1.48
8451	1.04	0.98	1.06	0.97	1.05
8452	1.43	1.43	1.41	1.36	1.56
8453	1	1.02	0.92	1.04	0.99
8454	1.32	1.41	1.36	1.34	1.09
8455	1.61	1.63	1.65	1.72	1.56
8456	-1.17	-1.21	-1.19	-1.17	-0.46
8458	0.16	0.12	0.17	0.25	0.14
8459	0.6	0.65	0.65	0.61	0.66
8460	0.66	0.53	1.07	0.43	0.88
8462	0.22	0.2	0.04	0.15	0.03
8463	0.08	0.04	0.06	-0.08	-0.02
8464	0.06	0.12	0.18	0.22	0.32
8467	1.49	1.37	1.95	1.5	2.05
8468	-1.17	-0.39	-0.37	-0.55	-0.41
8470	1.59	1.6	0.29	1.59	0.24
8471	-0.2	-0.22	-0.49	-0.2	-1.18
8473	1.93	1.86	2.14	2.05	1.85
8476	1.62	1.49	1.2	1.68	1.4
8477	-0.06	-0.19	0.22	-0.18	0.17
8479	0.53	0.53	0.9	0.64	1.17
8480	0.76	0.82	0.69	0.73	0.75
8481	0.49	0.47	1.07	0.56	0.86
8482	1.15	0.97	0.58	1	0.49
8483	-0.31	-0.35	-0.11	-0.29	-0.1
8484	-1.17	-0.61	-0.28	-1.17	-0.56
8487	0.12	0.19	0.2	0.17	0.28
8488	-0.56	-1.21	-1.19	-0.55	-0.56
8489	-1.17	-0.51	-1.19	-1.17	-1.18
8490	1.97	1.95	1.04	2.06	1.54
8491	0.9	0.93	0.95	0.99	1
8492	-0.04	0.11	0.12	0.03	0.07
8493	0.23	0.24	0.5	0.34	0.55
8495	0.46	0.34	0.48	0.5	0.57
8496	1.12	1.09	0.28	1.3	0.45
8497	1.71	1.77	0.58	1.75	0.81
8498	1.1	1.14	1.22	1.1	1.25
8499	1.49	1.64	0.58	1.7	0.82
8500	1.06	1.07	1.45	1.01	1.1
8501	0.01	0	-0.02	0.01	0.01
8502	2.11	1.87	1.31	2.01	1.65
8503	1.06	1.17	0.97	0.79	0.91
8504	0.33	0.3	0.39	0.35	0.46
8505	0.61	0.57	0.58	0.63	0.74
8506	2.06	2.2	1.04	2.14	1.16
8507	3.24	3.36	0.93	3.27	0.56
8508	1.08	1.26	1.1	1.24	0.17
8509	0.62	0.66	0.66	0.53	0.56
8510	-0.06	0.02	0.05	-0.07	-0.2
8511	-0.27	-0.42	-0.14	-1.17	-1.18
8512	-0.32	-0.31	-0.28	-0.26	-0.37
8513	-1.17	-1.21	-1.19	-1.17	-1.18
8514	2.56	2.56	0.62	2.56	0.31
8515	-0.03	0.08	-0.01	0.07	0.03
8516	0.11	0.04	-0.1	0.13	0.37
8517	0.53	0.6	0.49	0.69	0.59
8519	0.88	0.44	0.12	0.35	0.11
8520	0.48	0.44	0.7	0.44	0.78
8521	-0.56	-0.35	-0.33	-0.29	-0.25
8522	2.66	2.71	1.1	2.74	0.83
8525	2.59	2.59	1.2	2.68	1.11
8526	0.75	0.77	0	1.02	0.01
8527	0.66	0.59	1.04	0.78	1.17
8528	0.07	0.01	0.1	-0.01	0.31
8529	-0.29	-0.25	-0.58	-0.36	-0.41
8530	-0.29	-0.37	-0.31	-0.46	-0.29
8531	0.52	0.32	0.55	0.21	0.47
8532	0.03	-0.09	-0.09	-0.19	-0.21
8533	1.09	1.18	0.89	0.99	1.02
8534	1.56	1.63	1.07	1.69	0.24
8535	0.7	0.65	0.73	0.81	0.73
8536	1.34	1.63	0.47	1.18	0.63
8537	2.32	1.88	1.01	2.21	1.63
8538	-0.21	-0.17	-0.44	-0.2	-0.16
8539	1.49	1.5	1.52	1.48	1.7
8540	0.89	0.85	1.04	0.83	1.09
8541	1.59	1.73	0.66	1.63	0.72
8542	0.43	0.16	0.04	0.11	0.12
8543	2.1	2.16	1.4	2.22	1.04
8544	0.44	0.26	0.01	0.2	0.13
8545	1.47	1.45	1.6	1.38	1.56
8546	0.71	0.53	0.6	0.57	1.08
8547	-0.29	-0.28	-1.19	-0.55	-0.41
8548	0.43	0.4	0.48	0.38	0.45
8549	0.13	0.09	0.44	0.3	0.2
8550	0.94	0.93	1.09	0.95	0.88
8553	1.38	1.07	0.83	1.19	0.2
8554	0.97	0.95	1.11	1.15	0.92
8555	0.72	0.63	1.35	0.76	1.53
8556	0.07	0.03	0.14	0.08	0.05
8557	0.06	0.03	0.12	0.03	0.12
8558	1.28	1.36	1.2	1.1	0.93
8559	0.26	0.36	0.33	0.27	0.35
8560	1.22	1.24	1.31	1.16	1.5
8562	1.17	1.25	0.92	1.12	1
8563	0.47	0.54	0.48	0.44	0.51
8564	-0.04	-0.03	-0.31	-0.04	-0.25
8565	1.64	1.71	1.53	1.62	1.16
8566	2.29	2.21	1.59	2.18	1.6
8567	2.06	2.18	1.61	2.13	1.78
8568	0.67	0.87	0.67	0.7	0.78
8569	0.86	0.76	0.86	0.81	0.54
8570	1.58	1.59	2.12	1.62	2.04
8572	0.33	0.37	-0.1	0.08	-0.07
8573	1.06	1.1	2.26	0.96	1.99
8574	0.59	0.64	0.73	0.59	0.52
8575	0.85	0.9	0.96	0.96	1.02
8576	0.44	0.48	0.64	0.52	0.81
8577	0.18	0.37	0.29	0.36	0.27
8578	0.32	0.25	0.21	0.24	0.29
8580	-1.17	-1.21	-1.19	-1.17	-1.18
8581	-0.37	-0.27	-1.19	-0.27	-1.18
8582	-1.17	-1.21	-1.19	-1.17	-1.18
8583	-1.17	-1.21	-1.19	-1.17	-1.18
8585	-1.17	-1.21	-1.19	-1.17	-1.18
8586	-0.46	-1.21	-1.19	-1.17	-1.18
8587	-1.17	-1.21	-1.19	-1.17	-1.18
8588	-1.17	-0.61	-1.19	-1.17	-1.18
8590	-1.17	-1.21	-1.19	-1.17	-1.18
8591	-1.17	-1.21	-1.19	-1.17	-1.18
8594	-1.17	-1.21	-1.19	-1.17	-1.18
8595	-1.17	-1.21	-1.19	-1.17	-1.18
8596	-1.17	-1.21	-1.19	-1.17	-1.18
8600	-1.17	-0.46	-1.19	-1.17	-0.56
8601	0.76	0.62	0.11	0.47	-0.02
8602	0.53	0.6	0.64	0.49	0.71
8603	0.82	0.76	1.14	0.77	1.12
8604	1.19	1.39	0.62	1.22	0.78
8605	0.93	0.68	0.6	1	0.55
8607	0.48	0.48	0.8	0.39	0.92
8608	-0.13	-0.12	0.03	-0.05	-0.05
8609	0.8	0.78	1.03	0.77	1.02
8611	0.84	0.81	0.57	0.85	0.64
8612	0.52	0.45	0.07	0.63	0.21
8613	1.94	1.9	2.29	1.89	1.19
8614	-0.12	-0.19	0.05	-0.33	1.44
8615	1.19	1.17	1.05	1.17	1.04
8618	1.71	1.78	1.24	1.89	1.12
8620	-1.17	-1.21	-1.19	-0.4	-1.18
8621	0.97	0.9	1.32	0.92	0.96
8622	1.36	1.45	0.78	1.45	1.81
8623	0.66	0.86	0.98	0.99	1.01
8624	0.4	0.51	0.25	0.47	0.36
8625	0.34	0.4	0.58	0.36	0.81
8626	-0.29	-0.37	-0.44	-0.55	-0.35
8629	0.71	0.64	0.85	0.74	0.8
8630	0.31	0.31	0.02	0.56	0.06
8631	-0.46	-0.51	-0.4	-0.55	-0.37
8632	0.47	0.31	0.21	0.39	0.23
8633	0.76	0.63	0.04	0.8	0.14
8634	0.88	0.91	0.54	0.8	0.35
8635	1.26	0.97	1.32	0.91	0.69
