gene	GSM2230612	GSM2230611	GSM2230613
7405	0.61	0.4	0.43
7407	1.49	1.55	1.78
7408	1.33	1.23	1.87
7409	-1.63	-1.53	-1.48
7410	0.25	0.63	0.2
7411	1.56	1.47	1.55
7412	0.67	-0.06	0.9
7414	1.8	1.19	1.09
7415	1.65	2.11	1.77
7416	2.16	2.17	1.84
7417	2.36	2.09	1.97
7419	1.63	2	1.84
7421	-0.37	-0.23	-0.4
7422	0.16	0.37	0.32
7423	0.91	0.66	1
7424	-0.03	-0.12	-0.32
7425	-0.5	-0.4	-0.39
7428	0.53	0.64	0.55
7429	-0.98	-0.9	-0.97
7430	0.74	1.1	-0.08
7431	3.17	3.5	2.76
7432	-1.63	-1.53	-1.48
7433	-1.63	-0.68	-1.48
7434	-0.49	-0.66	-0.42
7436	0.72	1.14	0.34
7439	-0.81	-0.66	-0.73
7441	-0.69	-0.47	-0.39
7442	-0.76	-0.9	-1.48
7443	0.71	0.72	0.58
7444	0.37	0.62	0.64
7447	-0.92	-1.03	-1.48
7448	-1.63	-1.53	-1.48
7450	-0.39	-0.47	-0.47
7453	0.8	1.07	0.92
7454	-0.81	-0.66	-0.66
7455	-0.14	0.03	0.04
7456	0.42	0.33	0.95
7458	1.99	2.11	2.01
7461	0.6	1.17	1.07
7462	-0.45	-0.37	0
7464	0.26	0.4	-0.06
7465	0.77	0.43	0.22
7466	0.15	0.18	0.13
7469	0.16	0.19	0.37
7471	-1.63	-1.53	-1.48
7472	-0.92	-1.53	-1.48
7473	-1.63	-1.03	-0.86
7474	-0.37	-0.13	0.14
7475	-1.16	-0.82	-1.48
7476	-1.63	-0.9	-1.48
7477	-1.16	-1.03	-0.27
7478	-1.63	-1.53	-1.48
7479	-0.98	-0.82	-1.48
7480	-1.63	-1.53	-0.13
7481	-1.63	-1.03	-0.97
7482	-0.52	-0.46	-0.63
7483	-0.24	0.06	-0.28
7484	-1.63	-1.53	-1.48
7485	0.79	0.85	0.59
7486	-0.06	-0.07	-0.05
7490	-0.69	-0.58	-0.57
7494	0.64	0.8	0.95
7498	-0.05	-0.33	0.94
7504	-0.49	-0.82	-0.47
7507	-0.15	0.02	-0.08
7508	-0.04	0.02	-0.12
7511	0.85	1.13	1.05
7512	-0.65	-0.59	-0.97
7514	1.74	1.39	1.42
7515	0.79	0.73	0.82
7516	0.29	0.2	0.02
7517	0.18	0.11	0.03
7518	-0.05	0.03	-0.03
7520	0.44	0.33	0.32
7525	0.29	0.07	0.14
7528	0.9	0.91	0.79
7529	2	1.98	1.77
7531	2.65	2.61	2.27
7532	1.81	2.01	1.84
7533	1.82	1.93	1.79
7534	1.98	2.23	2.01
7535	-0.98	-0.76	-1.48
7538	0.02	-0.04	0.17
7539	-0.23	-0.19	-0.2
7541	0.31	0.26	0.14
7542	0.25	0.4	0.49
7543	0.72	0.55	0.47
7545	-0.84	-0.58	-0.73
7546	-0.41	-0.9	-0.97
7547	-1.04	-0.21	-0.78
7549	-0.25	-0.25	-0.35
7551	-0.04	0	-0.16
7552	-1.16	-0.9	-0.86
7553	-0.28	-0.4	-0.04
7554	-0.21	-0.18	-0.27
7555	2.41	2.32	2.32
7559	0.09	0.11	-0.03
7566	-0.12	-0.03	-0.05
7569	-0.16	-0.21	-0.2
7570	0.51	0.12	-0.09
7571	-1.63	-1.53	-1.48
7572	1.31	0.9	0.44
7579	-0.24	-0.17	-0.21
7580	0.46	0.9	0.81
7584	-0.2	-0.43	-0.4
7586	0.41	0.38	0.12
7589	0.35	0.45	0.08
7593	-0.24	-0.25	-0.3
7594	-0.36	-0.41	-0.4
7597	-0.02	0.04	-0.01
7629	0.37	0.43	0.37
7644	-0.13	-0.04	-0.05
7678	-0.54	-0.59	-0.52
7681	-0.32	-0.82	-0.51
7690	0.29	0.25	0.37
7701	0.45	0.14	0.34
7702	-0.05	-0.05	-0.04
7703	0.18	0.17	0.47
7704	-1.63	-1.03	-0.73
7705	0.49	0.42	0.21
7706	-0.13	-0.72	0.65
7707	0.99	0.71	0.58
7709	-0.01	0.21	0.58
7716	0.86	0.65	0.47
7726	0.57	0.65	0.41
7727	-0.27	-0.24	-0.41
7728	0.47	0.1	-0.02
7732	-1.63	-1.53	-1.48
7733	0.49	0.55	0.17
7737	0.1	-0.06	-0.08
7738	-0.47	-0.32	-0.4
7741	0.29	0.1	0.16
7743	-0.25	-0.17	-0.24
7745	0.17	0.03	0
7750	0.51	0.37	0.4
7753	-0.09	-0.19	-0.15
7755	-0.25	-0.11	-0.22
7756	1.69	1.64	1.47
7757	-0.26	-0.22	-0.25
7760	-0.11	0.01	0.19
7763	1.12	1.03	0.94
7764	0.28	0.32	0.28
7769	0.18	0.04	0.03
7771	-0.34	-0.33	-0.46
7776	0.52	0.31	0.31
7779	0.09	-0.14	-0.18
7780	-1.63	-1.53	-1.48
7781	-1.63	-1.03	-1.48
7782	1.34	1.1	2.01
7783	-1.63	-1.53	-1.48
7784	-1.63	-1.53	-0.97
7786	0.08	0.15	0.17
7791	1.35	1.45	1.74
7798	0.4	0.74	0.55
7799	0.29	0.4	0.5
7802	-0.88	-0.68	-0.86
7803	1.98	1.47	1.42
7804	0.65	0.62	0.71
7805	-0.65	-0.76	-0.29
7809	-1.63	-1.53	-1.48
7812	2.17	2.01	1.79
7813	0.76	0.51	0.46
7818	1.12	1.08	1.26
7827	-1.63	-1.03	-1.48
7832	-0.17	-0.12	-0.18
7837	1.54	1.54	1.52
7840	0.2	-0.04	0.05
7841	0.69	0.44	0.64
7844	0.4	0.27	0.06
7846	2.3	3.35	2.61
7849	-0.92	-0.9	-0.63
7850	-0.92	-1.53	-1.48
7851	-1.63	-1.53	-1.48
7852	-1.63	-0.9	0
7855	0.07	-0.21	0.1
7857	-0.26	-0.39	-0.35
7862	0.59	0.55	0.55
7866	0.47	0.56	1.04
7867	0.3	0.59	0.64
7869	1.18	1.71	-0.15
7871	0.99	0.69	0.68
7873	2.14	2.04	2.23
7874	1.16	1.01	1.01
7879	2.28	2.15	2
7881	-0.06	-0.4	-0.39
7884	1.08	0.82	0.92
7903	-0.54	-0.5	-0.69
7905	1.87	1.77	1.9
7913	0.93	0.93	1.08
7915	-0.25	-0.33	-0.27
7916	2.13	2.07	2.09
7917	1.55	1.64	1.66
7918	0.17	0.25	0.61
7919	1.72	1.72	1.78
7920	0.64	0.83	0.8
7922	1.51	1.44	1.43
7923	-0.23	0	0.11
7932	-1.63	-1.03	-1.48
7936	0.74	0.93	1.04
7941	-0.57	-1.53	0.9
7942	-0.09	0.01	-0.24
7957	-0.27	-0.23	-0.48
7965	0.87	1.07	1.56
7975	0.3	0.58	0.42
7976	0.02	0.23	-0.06
7978	-0.07	-0.02	-0.03
7980	-1.63	-1.53	-1.48
7982	0.38	0.18	0.06
7984	-0.33	0.24	0.47
7988	0.11	0.13	0.11
7991	1.19	1	1.49
7993	0.18	0.48	0.34
7994	0.65	0.68	0.82
8000	-1.16	-1.53	-1.48
8001	-0.76	-0.76	-1.48
8013	-0.84	-0.51	-0.78
8019	0.82	0.88	0.56
8021	0.82	0.85	0.77
8022	-1.16	-1.03	-1.48
8027	0.66	0.64	0.54
8028	0.58	0.37	0.41
8029	0.05	-0.03	-0.22
8030	0.72	0.55	0.6
8031	1.28	1.06	0.66
8034	0.12	0.08	-0.06
8036	0.81	0.75	0.57
8038	1.67	0.77	-0.47
8045	-0.18	0	0.04
8048	-0.92	-1.53	-0.63
8050	0.49	0.33	0.29
8061	0.48	0.92	1.27
8065	0.96	0.52	0.67
8073	1.69	1.75	1.57
8074	-1.63	-1.53	-1.48
8076	-0.72	-0.82	-0.48
8078	1.47	1.59	1.53
8079	1.93	2.07	2.06
8082	1.15	1.07	0.42
8085	1.32	1.14	1.11
8086	0.21	0.45	0.87
8087	1.15	1.06	0.8
8089	1.05	1.19	1.4
8092	-1.16	-0.31	-0.97
8099	1.58	1.74	1.86
8100	-0.03	-0.1	-0.12
8106	1.34	1.11	1.38
8110	-0.81	0.05	-1.48
8111	-0.58	-0.68	-0.66
8115	-1.63	-1.53	-1.48
8120	-0.42	-0.38	-0.27
8128	-1.63	-1.53	-1.48
8131	0.2	0.33	0.52
8139	0.05	0.23	0.12
8140	0.58	1.03	1.46
8148	0.93	0.94	0.63
8153	0.12	0.16	0.56
8161	0.11	0.07	0.05
8165	0.61	0.6	0.55
8170	-1.04	-1.03	-1.48
8178	0	0.15	0.29
8187	-0.06	-0.14	-0.38
8189	1.37	1.25	1.44
8190	-1.04	-0.63	-0.59
8192	0.58	0.75	0.98
8193	-0.19	-0.09	-0.16
8195	1.46	1.25	1.42
8200	-1.63	-1.53	-1.48
8202	0.47	0.37	0.27
8204	0.26	0.16	0.02
8208	0.76	0.67	0.78
8209	0.69	0.58	0.65
8216	1.18	1.36	1.28
8224	-0.49	-0.29	-0.46
8225	0.13	0.1	0.61
8233	0.57	0.55	0.35
8237	0.14	0.11	-0.05
8239	1.52	1.34	1.27
8241	0.67	0.78	0.89
8242	0.98	1.07	0.8
8243	1.01	1.02	0.9
8260	0.68	1.19	1.51
8266	0.98	1.15	1.52
8273	0.22	0.35	0.38
8277	-0.98	-0.76	-0.78
8284	0.37	0.01	0.09
8287	-1.16	-1.53	-1.48
8288	-1.63	-1.53	-1.48
8289	0.99	1.08	1.14
8291	0.16	-0.29	0.23
8294	-0.26	-0.14	-0.27
8295	1.36	1.23	1.15
8301	1.61	1.25	1.15
8303	0.64	0.83	0.52
8309	1.14	-0.49	-0.63
8310	0.1	0.2	-0.11
8312	0.8	0.85	1.02
8313	-0.47	-0.25	-0.55
8314	1.13	1.06	1.22
8315	0.67	0.57	0.86
8317	0.55	0.14	0.2
8318	1.04	1.01	1.12
8320	-0.57	-0.4	-0.42
8321	0.7	0.84	-0.16
8322	-0.24	-0.34	-0.26
8323	-0.56	-0.22	-0.28
8324	1.49	0.98	0.47
8325	0.21	0.29	-0.07
8326	-0.78	-0.41	-0.32
8328	-1.63	-1.53	-1.48
8330	-0.28	-0.24	-0.37
8331	-0.45	-0.33	-0.32
8332	-0.39	-0.19	-0.15
8334	-0.63	-0.37	-0.35
8335	-0.36	-0.19	-0.17
8336	-0.52	-0.37	-0.47
8338	-0.41	-0.35	-0.35
8339	-0.53	-0.49	-0.47
8340	-0.31	-0.28	-0.21
8341	-0.57	-0.52	-0.37
8342	-0.42	-0.39	-0.43
8343	-0.21	-0.19	-0.27
8344	-0.65	-0.47	-0.45
8345	-0.27	-0.31	-0.4
8346	1.58	1.53	1.12
8347	-0.25	-0.19	-0.22
8348	-0.58	-0.52	-0.59
8350	-0.37	-0.32	-0.35
8351	-0.63	-0.51	-0.42
8352	-0.31	-0.26	-0.63
8353	-0.71	-0.4	-0.42
8354	-0.52	-0.38	-0.37
8355	-0.35	-0.21	-0.33
8356	-0.47	-0.33	-0.28
8357	-0.44	-0.32	-0.33
8358	-0.48	-0.38	-0.47
8359	-0.45	-0.4	-0.38
8360	-0.38	-0.31	-0.3
8361	-0.45	-0.33	-0.34
8362	-0.39	-0.36	-0.43
8363	-0.62	-0.46	-0.4
8364	-0.34	-0.28	-0.33
8365	-0.46	-0.36	-0.44
8366	-0.32	-0.36	-0.23
8368	-0.37	-0.27	-0.26
8370	-0.44	-0.3	-0.36
8372	-0.41	-0.42	-0.46
8379	0.22	0.5	0.55
8382	-0.3	-1.03	-0.41
8383	-1.63	-1.53	-1.48
8388	-1.63	-1.53	-1.48
8392	-1.63	-1.53	-1.48
8394	0.8	1.04	1.08
8395	-0.06	0.06	-0.4
8396	0.97	0.93	1.13
8398	-0.12	0.07	0
8399	-0.98	-1.53	-1.48
8402	1.12	1.4	1.43
8403	-1.63	-1.53	-1.48
8404	0.93	0.1	1.01
8405	1.47	1.07	1.06
8406	-0.98	-1.53	-0.69
8407	1.89	1.97	2.13
8408	0.44	0.47	0.35
8409	0.98	1.13	1.53
8411	1.13	0.62	0.7
8412	0.37	0.64	0.05
8416	-0.32	-0.29	-0.29
8417	1.35	1.41	0.64
8419	-0.64	-0.72	-0.59
8424	-1.63	-1.53	-1.48
8425	-0.41	0.17	0.46
8427	0.14	0.35	0.2
8428	0.77	0.73	0.92
8431	-1.63	-1.53	-1.48
8433	-1.63	-1.53	-1.48
8434	-0.06	-0.01	-0.21
8435	-0.71	-0.61	-0.4
8437	-1.04	-1.53	-0.97
8438	0.1	0.17	0.26
8439	0.09	0.28	0.31
8440	0.35	0.75	0.6
8443	0.78	1.1	1.15
8444	0.09	-0.08	0.23
8445	-0.13	-0.17	-0.12
8446	1.21	1.15	1.11
8447	-1.04	-1.53	-0.73
8448	-1.04	-1.53	-1.48
8449	0.33	0.5	0.49
8450	0.74	0.72	0.73
8451	1.09	1.3	1.08
8452	1.25	0.84	0.9
8453	1.15	0.94	0.87
8454	1.15	0.97	0.98
8455	1.38	1.09	0.82
8456	-0.61	-0.9	-0.61
8458	0.64	0.63	0.36
8459	0.65	0.67	1.12
8460	0	0.4	0.37
8462	-0.16	-0.13	-0.32
8463	-0.5	-0.2	0.49
8464	0.15	0.25	0.2
8467	0.55	0.82	1.02
8468	-1.04	-1.53	-0.56
8470	0.18	0.06	-0.12
8473	1.37	0.85	0.95
8476	1.1	0.55	0.62
8477	-1.63	-1.03	-1.48
8479	0.52	0.31	0.45
8480	0.62	0.73	0.85
8481	-0.04	-0.06	-0.09
8482	1.29	0.8	0.77
8483	-1.16	-1.03	-1.48
8487	0.34	0.3	0.33
8490	-0.59	-0.66	-0.66
8491	1.5	0.84	0.35
8492	-0.54	-0.43	-0.42
8493	0.15	0.11	-0.03
8495	0.79	0.76	-0.97
8496	1.82	1.83	1.36
8498	0.9	1	1.14
8499	-1.16	-0.9	-1.48
8500	1.26	1.14	0.69
8501	-0.41	-0.63	-0.57
8502	0.71	0.21	0.79
8503	-0.02	0.05	0.03
8504	0.63	0.61	0.18
8505	0.32	0.21	0.15
8506	0.09	-0.26	-0.27
8507	1.3	0.9	0.7
8508	0.3	0.48	0.2
8509	0.23	0.09	0.43
8510	-0.39	-0.38	0.21
8513	-1.63	-1.53	-1.48
8514	-0.18	-0.13	-0.14
8515	-0.31	-0.32	-0.21
8516	0.85	1.24	-0.14
8517	1.31	1.38	0.84
8520	1.52	1.26	1.19
8521	-0.68	-0.82	-0.61
8522	1.43	2.25	-0.26
8525	0.68	0.64	1.04
8526	0.07	0.02	-0.1
8527	0.94	0.39	0.74
8528	-0.62	-0.9	-1.48
8529	-1.16	-1.53	-1.48
8530	-0.4	-0.68	-1.48
8531	1.87	1.94	1.92
8532	-0.57	-0.9	-1.48
8533	1.77	1.79	1.59
8534	0.24	0.12	1.19
8535	0.28	0.44	0.08
8536	1.76	1.63	1.71
8537	-0.98	-0.55	-0.66
8538	-1.63	-1.53	-0.86
8539	1.56	1.57	1.29
8540	0.92	0.71	0.77
8541	-0.4	-0.32	-0.73
8543	1.34	1.53	0.67
8544	0.26	-0.72	0.5
8545	1.43	1.11	1.03
8546	0.59	0.75	0.57
8548	0.23	0.14	-0.01
8549	-0.5	-0.37	-0.69
8550	0.49	0.44	0.68
8553	1.2	0.67	0.14
8554	0.17	0.05	0.14
8555	-0.04	0.01	0.04
8556	0.04	0.02	-0.15
8557	-0.88	-0.76	-0.78
8558	0.09	0.3	0.68
8559	0.39	0.36	0.22
8560	2.13	1.86	1.6
8562	1.19	1.03	1.16
8563	0.6	0.83	0.75
8564	-0.62	-0.66	-0.63
8565	0.55	1.04	1.21
8566	0.56	1.07	0.73
8567	0.17	0.21	0.13
8569	-0.09	0.04	0.03
8570	1.36	1.26	1.36
8572	-0.13	-0.35	-0.34
8573	0.54	0.4	0.29
8574	-0.03	0.24	0.42
8575	0.47	0.7	0.55
8576	1.43	1.45	1.88
8577	-0.36	-0.3	-0.12
8578	-0.5	-0.48	-0.69
8581	-1.16	-1.53	-1.48
8590	-1.63	-1.53	-1.48
8600	-1.63	-1.53	-1.48
8601	-0.53	-0.41	-0.29
8602	0.43	0.52	0.39
8603	0.64	0.55	0.38
8604	1.03	1.05	0.57
8605	-0.38	-0.41	-0.4
8607	0.62	0.78	0.99
8608	-0.23	-0.22	-0.32
8609	0.72	0.17	0.09
8612	-0.23	-0.76	1.58
8613	-1.16	0.9	0.64
8614	-0.04	-0.44	-0.11
8615	1	0.86	0.84
8618	-0.74	-0.01	-0.27
8620	-0.62	-0.47	-0.4
8621	0.35	0.44	0.5
8622	-0.3	-0.29	-0.43
8624	0.71	0.91	1.39
8625	0.02	0.31	0.48
8626	-1.63	-0.76	-1.48
8629	-0.22	-0.08	0.17
8630	-1.63	-1.53	-1.48
8631	-0.68	-0.58	-0.32
8632	-0.28	-0.3	-0.32
8633	-0.46	-0.42	-0.4
8634	0.84	0.93	0.73
8635	1.52	1.35	1.42
8636	1.69	1.86	2.09
8637	-0.42	-0.5	-0.49
8638	-0.81	-0.41	-0.23
8639	-0.72	-0.61	-0.69
8641	-0.44	-0.55	-0.57
8642	-1.16	-1.53	-0.49
8643	-0.84	-0.72	-0.56
8644	-0.23	-0.56	-0.04
8645	0.11	0.58	0.2
8646	-0.69	-0.35	-0.78
8647	-1.16	-0.9	-1.48
8648	0.53	0.08	-0.02
8649	1.64	1.46	1.68
8650	0.17	0.31	0.01
8651	-0.05	0.42	0.22
8653	0.7	0.1	0.23
8654	-0.37	-0.4	-0.33
8655	2.22	2.41	2.48
8658	0.52	0.6	0.71
8659	0.09	0.28	0.1
8660	0.32	0.27	0.12
8661	1.84	1.74	1.63
8662	1.57	1.78	1.71
8663	1.61	1.62	1.51
8664	1.37	1.68	1.96
8665	1.6	1.73	1.8
8666	1.2	1.04	1.35
8667	1.79	2.08	2.37
8668	1.74	2.02	2.39
8669	1.2	0.96	0.87
8671	-0.24	-0.52	-0.69
8672	0.97	0.98	1.08
8673	1.68	1.96	1.9
8674	0.65	0.24	0.52
8675	0.7	0.47	0.24
8676	0.12	0.15	-0.19
8678	1.2	1.35	0.82
8682	2.25	2.08	1.46
8683	0.66	0.57	0.97
8685	-1.63	-1.53	-1.48
8689	-1.63	-1.53	-0.97
8690	-0.08	-0.2	-0.18
8692	0.41	0.59	0.77
8693	0.26	0.18	0.05
8694	-0.01	0.13	0.33
8697	1	0.99	0.55
8698	-1.63	-0.9	-0.97
8701	-0.72	-0.82	-1.48
8702	-0.05	-0.06	-0.31
8703	0.33	0.13	0.22
8704	0.26	0.76	1.13
8705	-0.24	-0.24	-0.06
8706	-0.5	-0.63	0.89
8707	-0.38	-0.59	-1.48
8708	0.59	0.06	-0.32
8710	-0.92	-0.4	-1.48
8711	-0.92	-0.66	-0.78
8714	-1.16	-1.03	-1.48
8715	-0.17	-0.16	-0.22
8717	-0.17	0.06	0.36
8718	-0.61	-0.52	-0.59
8720	0.92	1.25	1.33
8721	1.38	1.65	1.62
8722	-0.25	-0.13	-0.53
8723	0.86	1.01	0.59
8724	1.9	1.91	1.8
8725	0.45	0.66	0.59
8726	0.78	0.59	0.66
8727	0.1	0.56	0.12
8728	1.79	1.56	1.03
8729	1.17	1.05	0.83
8731	0.48	0.28	0.46
8732	0.23	0.28	0.16
8733	0.47	0.5	0.83
8735	-1.63	-1.53	-1.48
8736	-0.4	-0.76	-0.63
8737	0.15	0.4	0.26
8738	-0.14	-0.05	-0.09
8740	-1.63	-1.53	-1.48
8741	-0.39	-0.44	-0.4
8742	0.25	0.29	0.26
8743	-0.78	-0.47	-0.51
8745	1.34	1.04	-0.18
8747	-0.74	-0.66	-0.86
8748	-1.63	-1.53	-1.48
8749	-1.63	-1.53	-1.48
8751	0.27	0.68	0.76
8754	1.39	1.55	0.98
8756	-1.16	-0.9	-1.48
8760	1.37	1.14	0.78
8761	0.76	1.12	1.5
8763	1.83	1.35	1.32
8764	-0.5	-0.27	-0.48
8766	1.73	1.7	1.76
8767	0.14	0.47	0.38
8772	0.55	0.43	0.73
8773	1.07	0.9	0.8
8774	0.66	0.35	0.31
8775	1.16	1.27	1.3
8776	0.16	0.03	-0.08
8777	0.61	0.46	0.62
8780	1.2	1.08	0.89
8784	-0.34	-0.47	-0.33
8785	-0.52	-0.5	-0.53
8786	-0.36	-0.33	-0.59
8787	-0.58	-0.44	-0.66
8788	-0.35	-1.53	0.59
8789	-1.63	-1.53	-1.48
8790	0.25	0.21	0.12
8792	-0.41	-0.43	-0.38
8796	-1.16	-0.82	-1.48
8797	0.27	0.36	0.24
8798	-0.98	-1.53	-1.48
8799	0.55	0.47	0.62
8800	0.03	-0.1	-0.19
8801	0.43	0.62	0.86
8802	1.25	1.2	1.11
8803	0.76	0.64	0.38
8804	1.16	0.54	1.05
8805	0.87	0.63	0.27
8807	0.03	-0.25	1.07
8808	-0.32	-1.53	-0.1
8809	-0.6	-1.03	-0.66
8811	-0.39	-0.35	-0.69
8812	0.49	0.56	0.51
8813	0.67	0.58	0.42
8814	-0.76	-1.53	-0.78
8815	2.01	2.07	2.29
8816	0.22	0.41	0.21
8817	-1.63	-1.03	-0.97
8818	0.21	0.49	0.63
8819	-0.04	0.11	0.15
8820	-1.63	-1.53	-1.48
8821	-0.53	-0.66	-0.27
8822	-0.74	-0.63	-0.86
8823	-1.63	-1.53	-1.48
8824	-1.63	-1.53	-1.48
8825	-0.84	-1.53	-0.73
8826	2.3	2.13	1.7
8828	2.07	1.62	1.51
8829	1.37	1.39	0.85
8831	0.14	-0.2	-0.09
8832	-0.33	-0.35	-0.49
8833	0.88	0.91	0.8
8834	0.92	1.04	1.42
8835	-0.17	-0.19	-0.25
8836	1.21	1.54	1.12
8837	1.38	1.6	1.14
8838	-0.45	-0.54	-0.73
8839	-0.92	-0.9	-0.06
8840	-0.04	-0.76	-0.02
8841	1.22	1.34	1.57
8842	-0.61	-0.61	-0.73
8844	0.73	0.61	-0.12
8846	0.36	0.32	0.71
8848	2.24	2.19	1.65
8850	0.62	0.21	0.19
8851	-0.28	-0.26	-0.21
8852	-1.63	-1.03	-1.48
8853	0.57	0.75	0.4
8854	-1.63	-0.9	-0.47
8856	-1.63	-1.53	-0.86
8857	-0.84	-0.9	-0.78
8858	-0.44	-0.39	-0.59
8859	0.2	0.25	0.57
8861	1.29	1.3	1.18
8862	0.24	0.17	0.25
8863	-0.01	0.08	-0.01
8864	-0.07	-0.14	-0.18
8867	0.42	0.27	0.06
8869	0.44	0.81	0.03
8870	0.94	1.32	0.88
8871	0.74	0.51	0.95
8872	1.41	1.43	1.28
8874	0.68	1.15	0.68
8876	-1.04	-0.9	-0.97
8877	1.01	0.5	-0.07
8878	2.31	2.34	2.28
8879	1.77	1.55	1.33
8880	1.28	0.89	1.14
8881	0.71	1.08	1.1
8882	0.43	0.32	0.66
8883	0.63	0.82	0.83
8884	-0.05	-0.13	-0.02
8886	0.77	0.66	0.87
8887	1.26	1.16	1
8888	0.52	0.66	0.64
8890	0.27	0.48	0.55
8891	-0.07	0.2	0.37
8892	0.72	1.07	1.05
8893	1.14	1.14	1.35
8894	2.16	2.13	2
8895	0.48	0.45	0.61
8897	0.89	0.83	0.46
8898	1.72	1.26	1.3
8899	0.53	0.61	0.6
8900	-0.98	-1.53	-0.86
8904	0.92	1.01	0.81
8905	0.9	0.92	0.25
8906	-0.08	-0.02	-0.13
8907	0.6	0.94	1.31
8909	-0.98	-1.53	-0.86
8910	1.02	0.92	0.3
8911	-0.62	-1.03	-0.01
8912	-0.88	-1.03	-0.66
8913	-1.63	-1.53	-1.48
8914	0.37	0.29	0.28
8915	0.74	0.93	0.94
8916	0.31	0.38	-0.19
8924	1.22	1.02	0.74
8925	0.81	0.48	0.59
8926	-0.39	-1.53	-1.48
8927	-0.4	-0.46	-0.29
8928	-1.63	-0.9	-1.48
8929	-1.63	-1.53	-1.48
8930	0.03	-0.08	-0.14
8932	1.38	0.99	0.73
8934	0.19	0.2	-0.17
8935	0.91	0.12	0.23
8936	-0.12	-0.16	-0.05
8938	-0.74	-0.82	-0.56
8939	0.85	0.8	0.62
8940	0.43	0.43	0.39
8941	-1.63	-0.9	-1.48
8942	-0.81	-0.9	-0.86
8943	1.41	1.37	1.19
8945	0.22	0.3	-0.02
8968	-0.45	-0.33	-0.4
8969	-0.72	-0.72	-0.41
8970	0.3	0.14	-0.15
8971	0.21	-0.31	0.53
8972	-0.32	-0.28	-0.73
8973	-1.63	-1.53	-1.48
8974	0.45	0.15	0.32
8975	-0.22	-0.25	-0.27
8985	1.05	1.22	0.92
8986	1.11	1.36	1.64
8987	-0.44	-0.5	-0.31
8988	-1.63	-1.53	-0.97
8989	-1.63	-1.53	-0.73
8991	-0.78	-1.53	-0.37
8992	1.25	1.58	1.67
8993	-0.51	-0.34	-0.66
8994	1.23	1.38	0.84
8995	-0.65	-1.53	-0.73
8996	-0.4	-0.56	-0.39
8997	-0.36	-0.27	-0.04
8999	-0.17	0.22	-0.2
9001	-0.49	-0.5	-0.21
9002	-0.84	-0.66	-0.66
9013	-0.22	-0.1	0
9014	0.32	0.24	0.11
9015	-0.17	-0.2	-0.12
9016	0.2	0.07	0.35
9019	0.67	0.6	1.24
9020	0.39	0.33	0.38
9021	-0.09	0.1	0.69
9022	-0.45	-0.45	-0.73
9023	-0.66	-1.03	-0.97
9024	-0.88	-0.82	-0.78
9025	0.07	0.16	0.06
9026	-0.09	-0.17	-0.03
9027	-1.16	-1.53	-1.48
9028	-0.34	-0.33	-0.33
9031	1.6	1.47	1.23
9032	-1.63	-1.53	-1.48
9033	-0.74	-0.32	-1.48
9034	-1.04	-1.03	-0.86
9037	0.51	-0.12	1.02
9038	-1.63	-1.53	-0.86
9039	1.58	1.46	1.38
9040	1.7	1.7	1.79
9043	1.57	1.37	1.07
9044	0.57	0.39	0.44
9045	2.69	2.8	3.06
9046	-0.68	-0.72	-0.56
9047	-1.16	-1.03	-0.69
9048	-1.16	-0.17	-0.45
9049	1.2	1.36	1.58
9050	-0.98	-1.53	-0.5
9051	-0.54	-0.39	-0.48
9052	-0.74	-1.03	0.94
9053	-0.3	-0.42	-0.66
9054	0.43	0.45	0.58
9055	1.46	1.51	1.07
9056	-0.33	-0.16	-0.51
9057	0.34	0.4	0.64
9058	-1.63	-1.53	-1.48
9060	-0.52	-0.5	-0.43
9061	0.88	1.44	0.83
9063	1	0.69	0.66
9064	-0.27	-0.2	0.19
9066	-0.63	-0.24	-0.12
9068	-1.16	-0.9	-1.48
9069	0.86	0.87	0.51
9070	0.5	0.91	1
9071	-0.69	-1.03	-0.97
9073	-1.63	-1.53	-1.48
9074	-1.16	-1.53	-1.48
9075	-1.63	-1.53	-1.48
9076	-1.04	-0.9	-0.73
9079	-0.43	-0.59	-1.48
9080	-1.04	-1.03	-0.69
9086	2.1	2.05	1.9
9088	0.37	0.3	0.37
9091	1.12	1.03	0.92
9092	0.67	0.74	0.74
9093	0.92	0.77	0.68
9094	-0.16	-0.12	0.28
9095	-1.16	-1.53	-1.48
9096	-0.04	-0.01	0.2
9097	1.29	1.01	0.97
9099	0.15	0.03	-0.24
9100	0.57	0.78	1.1
9101	0.78	0.81	0.56
9104	-1.63	-1.53	-1.48
9107	1.34	0.95	0.69
9108	-0.46	-0.47	-0.45
9110	0.65	0.9	0.59
9111	-0.16	-0.07	-0.09
9112	0.98	1.17	1.27
9113	0.97	0.76	0.66
9114	0.91	1.37	1.24
9117	0.3	0.3	0.12
9118	-1.63	-0.55	-0.63
9119	-1.63	-1.53	-1.48
9120	-0.32	-0.32	-0.3
9121	-0.47	-0.48	-0.49
9122	-0.32	-0.38	-0.45
9123	-0.55	-0.51	-0.42
9124	1.3	1.56	1.4
9126	0.83	0.74	0.74
9127	-1.16	-0.82	-0.44
9128	0.19	0.32	0.4
9129	0.38	0.27	0.26
9130	0.78	0.79	0.36
9131	0.47	0.29	0.26
9132	-1.16	-1.03	-1.48
9133	1.06	0.94	1.29
9134	0.8	1.13	1.1
