gene	GSM2230612	GSM2230611	GSM2230613
6101	-0.47	-0.25	-1.48
6102	0.67	0.56	0.28
6103	-0.1	-0.17	-0.18
6117	1.58	1.79	1.47
6118	0.51	0.96	1.03
6119	1.42	1.64	2.05
6120	1.29	0.74	0.61
6121	-0.92	-0.48	-0.78
6122	2.63	2.68	2.72
6123	-0.98	-0.9	-1.48
6124	2.49	2.39	2.33
6125	0.92	0.94	0.94
6128	2.83	2.85	2.9
6129	2.47	2.51	2.36
6130	2.97	2.99	2.92
6132	2.4	2.61	2.82
6133	2.86	2.88	3
6134	2.07	2.2	2.45
6135	2.44	2.65	2.86
6136	1.6	1.67	2.24
6137	2.62	2.83	2.95
6138	2.73	2.75	2.98
6139	3.19	3.25	3.57
6141	2.58	2.62	2.83
6142	2.14	2.45	2.63
6143	2.94	3.01	3.04
6144	2.45	2.52	2.44
6146	2.2	2.45	2.69
6152	2.72	2.76	2.71
6154	2.82	2.95	2.76
6155	1.62	2.08	2.41
6156	2.26	2.47	2.59
6157	2.54	2.51	2.69
6158	2	2.17	2.28
6160	2.5	2.53	2.54
6164	-0.6	-0.46	-0.31
6165	2.78	2.85	3.09
6166	1.9	1.97	2
6167	2.13	2.48	2.47
6168	2.64	2.67	2.74
6169	2.51	2.65	2.75
6170	2.51	2.67	2.77
6175	3.33	3.11	3.52
6181	2.64	2.63	2.81
6182	1.85	1.95	2.3
6183	1.01	1.17	1.63
6184	1.89	1.77	1.55
6185	1.95	1.84	1.68
6187	2.83	3.1	2.96
6188	3.28	3.17	3.63
6192	2.68	2.82	2.63
6193	2.66	2.65	2.89
6194	2.61	2.96	3.02
6195	-0.49	-0.11	0.35
6196	0.15	0.25	0.34
6197	0.86	0.33	0.45
6198	0.66	0.44	0.36
6199	0.26	0.26	0.12
6201	2.85	2.89	2.91
6202	2.69	2.92	3.14
6203	2.75	2.91	3.08
6204	2.93	3.03	3.29
6205	2.76	2.72	2.84
6206	2.71	3.05	3.34
6207	2.74	2.73	3.03
6208	2.81	2.77	3.19
6209	2.73	2.84	2.86
6210	3.08	3.08	3.43
6217	2.67	2.79	3.2
6218	2.66	2.69	2.64
6222	2.86	2.98	3.12
6223	2.81	3	3.22
6224	2.5	2.69	2.79
6227	2.6	2.68	2.75
6228	2.3	2.59	2.81
6229	3.36	3.42	3.47
6230	3.05	2.94	3.37
6231	2.05	2.41	2.43
6233	3.15	3.23	3.24
6234	2.24	2.42	2.5
6235	2.37	2.46	2.5
6236	-0.88	-0.82	-0.16
6237	0.04	0.57	0.59
6239	0.2	0.09	0.28
6240	1.74	1.76	1.46
6241	1.98	1.86	1.37
6242	0.42	0.82	0.32
6247	-0.54	-0.58	-0.55
6248	-0.45	-1.53	-1.48
6249	0.98	0.77	0.56
6251	1.19	1.37	0.83
6252	-0.33	-0.72	-1.48
6253	-0.19	-0.15	-0.01
6256	0.66	0.94	0.83
6257	0.36	0.47	0.77
6258	-0.62	-0.44	-0.33
6259	1.16	1.03	1.01
6261	-0.69	-0.61	-0.86
6262	-0.65	-0.76	-0.73
6263	-0.5	-0.76	-0.59
6271	0.2	0.46	0.51
6272	1.66	1.13	-0.19
6274	0.62	0.27	0.09
6275	3.67	3.99	3.71
6276	-0.62	-0.66	-0.23
6277	3.21	3.32	3.07
6279	-0.21	-0.33	-0.22
6280	-1.63	-1.53	-1.48
6281	2.54	3.19	2.85
6282	-1.63	-1.53	-0.97
6284	0.57	1.28	0.87
6285	0.84	1.78	-0.11
6288	-1.16	-1.53	-0.97
6293	0.66	0.74	0.68
6294	0.89	0.73	0.78
6295	-0.32	-0.25	-0.03
6296	-0.41	-0.48	-0.56
6297	0.31	0.22	0.08
6299	-0.41	-0.55	0.38
6300	-0.08	-0.12	0.67
6301	1.74	1.8	1.89
6302	1.44	1.6	1.63
6303	1.07	1.85	2.01
6304	-0.03	-0.02	-0.2
6305	0.98	1.12	1.41
6307	1.15	1.44	1.09
6309	1.14	0.99	0.51
6310	0.37	0.14	0.27
6311	1.01	0.59	0.71
6314	0.29	0.08	0.13
6317	-1.63	-1.53	-1.48
6318	-1.63	-1.53	-1.48
6319	1.58	2.27	1.33
6320	-0.5	-0.3	-0.35
6323	-0.66	-0.63	-0.73
6324	0.42	0.45	0.28
6327	-0.52	-0.61	-0.51
6328	-0.65	-0.56	-0.57
6329	-0.88	-1.03	-1.48
6330	-0.32	-1.53	-1.48
6331	-0.69	-0.9	-1.48
6332	-0.39	-0.82	-0.86
6334	-0.24	0.38	-0.61
6335	-0.92	-0.82	-1.48
6336	-1.63	-1.53	-1.48
6337	-0.39	-0.63	-0.61
6338	-1.16	-0.9	-1.48
6340	-1.63	-1.53	-1.48
6341	0.29	0.16	0.16
6342	0.51	0.92	0.87
6344	-0.88	-0.9	-0.86
6345	-0.29	-0.32	-0.26
6346	-0.76	-0.82	-1.48
6347	-1.16	-0.46	-0.86
6351	-0.98	-1.53	-0.61
6352	-0.31	-0.47	-0.07
6356	-1.04	-0.59	-1.48
6357	1.7	1.47	0.87
6361	-1.04	-1.03	-0.59
6363	-1.63	-1.53	-1.48
6364	-1.16	-1.53	-1.48
6366	-1.63	-1.53	-1.48
6367	-1.04	-1.53	-0.97
6369	-0.42	-0.54	-0.52
6370	-0.17	-0.09	-0.03
6372	-0.55	-0.61	-0.73
6375	-1.63	-1.53	-1.48
6376	-0.41	-0.4	1.01
6382	0.89	1.04	1.61
6383	0.98	0.85	1.36
6385	1.99	1.62	1.8
6386	1.52	1.68	1.6
6387	0.27	-0.24	0.8
6388	1.51	1.52	1.61
6389	1.2	1.32	1.1
6390	1.5	1.73	1.95
6391	1.76	1.48	1.56
6392	1.85	1.61	1.86
6396	1.96	2.01	2.09
6397	0.7	0.82	1.06
6398	-1.63	-1.53	-0.86
6399	0.58	0.56	0.01
6400	1.41	1.34	0.85
6401	-0.5	-0.66	-0.01
6402	-0.63	-0.68	-0.73
6403	-1.63	-1.03	-0.78
6404	-0.57	-0.47	-0.57
6405	0.69	1.18	0.19
6416	0.79	0.75	0.63
6418	2.16	2	1.99
6421	1.37	1.51	1.55
6422	0.03	0.6	-0.1
6423	-1.16	-1.53	-1.48
6424	-0.92	-1.03	-0.97
6425	-0.98	-0.82	-1.48
6426	1.83	1.6	1.53
6427	1.78	1.69	1.75
6428	2.15	2.06	1.91
6429	0.26	0.58	0.68
6431	1.99	1.91	1.97
6432	1.99	1.8	2.15
6433	1.09	0.97	0.65
6434	1.74	1.54	1.53
6439	-0.88	-0.76	-1.48
6440	-1.63	-1.03	-1.48
6441	-1.04	-1.03	-0.78
6442	-0.62	-0.52	-0.66
6443	1.54	1.19	0.14
6444	-0.03	-0.26	-0.04
6445	-1.16	-1.03	-0.86
6446	0.46	0.43	1.33
6447	-0.31	-0.32	-0.33
6448	0.08	0.37	0.08
6449	1.12	1.32	1.35
6451	1.96	1.16	1.35
6452	0.33	0.12	0.45
6453	0.97	1.04	0.63
6455	0.95	1.13	1.18
6456	-0.51	-0.59	-0.28
6457	-0.55	-0.39	-0.29
6461	-0.04	0.12	0.29
6462	-1.04	-0.66	-1.48
6464	1.48	1.19	1.69
6468	-0.09	0.22	0.06
6469	-0.78	-0.82	-0.97
6470	0.38	-0.02	0.92
6472	0.99	1.51	1.75
6474	-0.01	-0.17	-0.78
6476	-1.16	-0.72	-0.86
6477	0.11	0.28	0.11
6478	0.08	0.09	0.23
6480	0.84	-0.28	0.27
6482	0.03	0.18	-0.07
6483	0.5	1.29	0.89
6484	1.54	1.49	1.43
6487	0.16	0.3	0.45
6489	-0.49	-0.59	-0.59
6490	-0.47	-0.31	-0.57
6491	0.15	0.17	0.1
6492	-0.92	-1.53	-1.48
6493	-0.52	-0.82	-0.97
6494	0.46	0.99	0.79
6495	0.02	-0.06	0.1
6496	-0.88	-0.76	-0.86
6497	1.05	1.28	1.03
6498	0.75	0.31	0.01
6499	0.7	0.79	0.77
6500	2.28	2.33	1.91
6502	0.16	0.26	0.3
6503	-1.63	-1.53	-0.97
6504	-0.53	-0.4	-0.32
6505	-0.51	-0.68	-0.97
6506	-0.55	-0.61	-0.73
6507	-0.65	-0.82	-0.66
6508	0.13	-0.13	-0.18
6509	0.13	0.32	0.36
6510	-0.17	-0.21	1.01
6511	-1.63	-1.53	-0.97
6512	-0.84	-1.53	-0.63
6513	0.52	0.61	1.19
6514	-0.64	-0.9	-0.97
6515	0.13	-0.23	-0.23
6517	-1.16	-1.03	-1.48
6518	-1.04	-0.76	-1.48
6519	-0.76	-0.68	-0.86
6520	1.32	1.36	1.4
6521	-1.63	-1.53	-1.48
6522	1.31	1.4	1.22
6523	-1.63	-1.53	-1.48
6524	-0.88	-1.53	-0.97
6525	0.78	0.65	1.26
6526	0.75	0.04	1.57
6528	-0.98	-0.55	-0.51
6529	-0.54	-0.45	-0.41
6530	-0.92	-0.82	-0.97
6531	-1.63	-1.53	-1.48
6532	-1.63	-1.53	-0.86
6533	2.12	2.16	1.55
6534	-1.63	-0.9	-1.48
6535	1.7	1.57	1.39
6536	0.19	0.2	0.41
6538	-1.63	-1.53	-1.48
6539	-1.63	-1.53	-1.48
6540	-1.63	-1.53	-1.48
6541	1.15	1.04	0.85
6542	-0.28	-0.38	-0.49
6543	-0.92	-0.82	-0.97
6545	-0.47	-0.47	-0.37
6546	-1.63	-1.53	-0.4
6547	-0.35	-0.31	-0.61
6548	0.07	0.22	0.58
6549	-0.72	-1.03	0.21
6550	-1.63	-1.53	-1.48
6553	0.23	0.17	0.31
6554	-0.61	-0.55	-0.78
6555	-0.55	-0.63	-0.66
6556	-0.42	-0.66	-0.25
6557	-0.6	-1.03	-0.34
6558	0.47	0.33	0.51
6559	-1.63	-1.53	-1.48
6560	1.23	1.24	1.08
6561	-0.53	-0.48	-0.57
6563	-1.16	-0.72	1.17
6564	-0.55	-0.37	-0.63
6565	-0.6	-0.3	-0.97
6566	1.43	0.63	0.8
6567	-0.2	-0.61	-0.73
6568	-1.63	-1.53	-1.48
6569	-1.63	-1.53	-1.48
6570	-0.74	-0.72	-0.97
6571	-0.3	-0.35	-0.34
6572	-1.63	-1.53	-1.48
6573	-0.37	0.09	0.6
6574	1.27	0.57	1
6575	0.86	1.04	1.19
6578	-0.35	-0.25	-0.36
6579	-0.57	-1.53	-0.66
6580	-1.63	-1.03	-1.48
6581	-1.63	-1.53	-0.97
6582	-1.04	-0.82	-1.48
6583	-0.92	-0.76	0.25
6584	0.02	0.24	-0.14
6585	-0.16	-0.12	-0.59
6586	-0.28	-0.76	-0.12
6590	-0.88	-0.76	-0.45
6591	0.03	0.32	-0.16
6594	-0.53	-0.82	-0.57
6595	0.8	0.3	0.19
6596	0.14	0.02	0.06
6597	1.42	1.5	1.43
6598	1.17	1.23	1.32
6599	1.25	1.14	1.21
6601	1.23	1.31	1.11
6602	0.37	0.65	0.53
6603	0.38	0.48	0.81
6604	0.49	0.63	0.45
6605	1.23	1.52	1.13
6606	0.27	0.67	0.98
6608	1.31	1.31	1.52
6609	0.99	1.03	0.65
6610	0.02	0.11	0.04
6611	1.04	0.82	1.53
6612	1.71	1.64	2.04
6613	2.09	2.17	2
6614	-0.4	-0.3	-0.29
6615	-0.78	-0.54	0.44
6616	-0.71	-1.53	-0.59
6617	0.04	0.03	-0.06
6618	-0.06	0.24	0.55
6619	0	0.11	0.18
6620	-0.57	-1.03	-0.97
6621	0.35	0.17	0.2
6622	-0.68	-0.58	-0.56
6623	-1.16	-0.76	-0.07
6624	1.02	1.6	1.69
6625	1.73	1.36	1.41
6627	0.59	0.68	0.79
6628	1.9	2	2.15
6629	1.09	1.12	1.3
6632	1.69	1.57	1.87
6633	1.83	1.91	2.22
6634	1.39	1.51	1.5
6635	-0.76	-1.03	-0.56
6636	0.81	1.14	1.41
6638	0.39	-0.68	-0.66
6640	0.53	0.84	0.31
6641	0.09	0.47	-0.86
6642	1.22	1.62	1.08
6643	1.6	1.24	1.16
6645	0.43	0.4	0.43
6646	1.14	0.79	1.03
6647	1.87	2	1.92
6648	0.96	0.84	0.6
6649	-0.59	-0.82	-0.73
6650	0.07	0.04	0.16
6651	2.05	1.62	1.5
6652	1.41	0.93	0.66
6653	-0.74	-1.03	-0.66
6654	0.46	0.37	0.28
6655	0.66	0.42	0.56
6656	-1.16	-1.03	-0.97
6657	0.9	0.5	0.56
6658	-1.63	-0.46	-1.48
6659	0.77	1.5	0.84
6660	-0.13	-0.18	-0.14
6662	-0.32	-0.25	0.53
6663	1.51	1.93	-0.61
6664	-0.64	-0.63	-0.5
6665	-0.98	-0.9	-1.48
6666	-0.98	-0.4	0.4
6667	0.68	0.64	0.67
6668	0.08	0.25	0.18
6670	1.03	0.88	0.74
6671	0	-0.04	-0.21
6674	-0.39	-0.29	-0.35
6675	0.64	0.59	0.41
6676	-0.19	-0.2	-0.18
6677	-1.63	-1.53	-1.48
6678	3.59	3.7	2.46
6683	0.42	0.55	0.18
6687	0.49	0.78	0.89
6688	-0.88	-0.76	-1.48
6689	-0.62	-0.72	-0.69
6690	-1.63	-1.53	-1.48
6692	-1.16	-1.53	-0.53
6693	-0.28	-0.41	-0.23
6694	-1.63	-1.53	-1.48
6695	-0.92	-0.9	-1.48
6696	3.12	1.08	2.84
6697	0.6	0.82	1.16
6698	-1.63	-1.53	-0.43
6707	-1.63	-1.53	-1.48
6708	-0.72	-1.53	-0.53
6709	2.04	1.91	1.55
6710	-0.51	-0.5	-0.49
6711	2.09	2.12	1.57
6712	-0.4	-0.43	-0.34
6713	0.66	1.19	0.68
6714	0.39	1.21	1.23
6715	-0.23	-0.13	-0.04
6716	-1.16	-0.9	-1.48
6717	1.66	1.71	2.03
6718	-0.71	-0.66	-0.78
6720	0.73	1.11	1.22
6721	1.07	1.49	1.41
6722	0.6	0.5	0.76
6723	0.63	1.02	1.65
6725	-0.98	-1.03	-1.48
6726	1.42	1.25	1.21
6727	2.1	2.15	2.18
6728	1.13	1.19	1.37
6729	1.42	1.39	1.08
6730	0.84	0.94	0.85
6731	1.29	1.26	1.19
6732	1.08	1.07	1
6733	1.13	1.03	0.48
6734	1.32	1.32	1.19
6737	-0.06	-0.15	-0.19
6738	0.94	0.53	0.41
6741	1.53	1.27	1.21
6742	1.24	1.15	1.43
6745	1.6	1.65	1.71
6746	1.5	1.61	1.75
6747	2.38	2.19	2
6748	1.97	2.18	2.54
6749	1.53	1.66	1.52
6750	-1.63	-1.53	-1.48
6751	-1.63	-1.53	-1.48
6752	-0.98	-0.76	-0.31
6753	-1.16	-1.53	-0.97
6754	-1.63	-1.53	-1.48
6755	-0.92	-0.76	-0.53
6760	1.4	1.24	0.79
6764	0.4	-0.13	0.35
6767	1.36	1.47	1.41
6768	-0.92	-0.82	-0.78
6769	-1.63	-1.53	-1.48
6770	-0.34	-0.27	-0.37
6772	0.53	0.61	0.66
6773	0.11	0.1	0.5
6774	1.05	1.14	0.69
6775	-1.16	-1.53	-0.97
6776	-0.2	-0.05	-0.1
6777	0.18	0.32	0.32
6778	1.09	1.12	1.19
6780	1.24	1.12	0.88
6781	-0.44	-0.61	-0.29
6782	1.59	1.3	0.97
6783	-1.63	-1.53	-1.48
6785	0.1	-0.28	-0.13
6786	0.64	0.87	0.03
6787	-0.08	-0.09	-0.1
6788	0.11	0.24	0.42
6789	0.47	0.43	0.28
6790	1	1.26	1.48
6792	-0.26	-0.27	-0.29
6793	0.54	0.71	-0.15
6794	1	1.06	1.02
6795	-1.63	-1.53	-1.48
6801	0.52	0.7	0.32
6804	-0.2	-0.15	-0.16
6809	0.25	0.5	0.13
6810	0.74	0.43	0.53
6811	0.83	0.93	0.94
6812	0.66	0.93	0.71
6813	-0.1	0.36	0.35
6814	0.43	0.33	0.12
6815	-0.24	-0.27	-0.29
6819	-1.16	-1.53	-1.48
6820	-1.04	-0.56	-0.49
6821	-0.16	-0.15	-0.21
6822	-1.63	-1.53	-1.48
6827	1.13	1.52	1.86
6829	1.4	1.36	1.26
6830	1.18	1.12	1
6832	0.46	0.49	0.56
6833	-1.63	-1.03	-1.48
6834	0.27	0.38	0.45
6835	0.55	0.59	0.68
6836	1.79	1.9	1.77
6837	0.89	1.17	1.2
6838	0.3	0.35	0.28
6839	0.75	0.74	0.97
6840	0.05	-0.12	0.54
6843	-0.04	-0.16	-0.19
6844	0.69	0.68	0.68
6845	1.08	0.75	0.77
6847	-0.64	-0.66	-0.53
6850	-0.64	-0.82	0.31
6853	-0.23	-0.17	-0.24
6854	-0.84	-0.82	-0.97
6855	-0.29	-0.23	-0.37
6856	1.4	1.09	0.87
6857	-1.63	-1.03	-0.97
6860	-0.12	-0.17	-0.78
6861	-0.74	-0.76	-0.35
6862	-0.61	-0.76	-1.48
6863	-1.16	-1.53	-0.57
6865	-0.66	-1.03	-0.69
6866	-1.63	-1.53	-1.48
6867	0.91	0.98	0.05
6868	1.08	0.86	0.44
6869	-0.98	-0.9	-0.73
6870	-1.63	-1.03	-1.48
6871	0.14	0.09	0.05
6872	0.79	0.55	0.43
6873	0.21	0.48	0.38
6874	0.45	0.19	0.16
6875	-0.18	-0.23	-0.17
6876	2.41	-0.18	1.27
6877	-0.01	-0.08	0.02
6878	0.46	0.58	0.79
6879	-0.07	-0.2	-0.24
6880	-0.06	0.15	0.08
6881	1.25	1.15	1.79
6882	0.48	0.8	0.7
6883	0.28	0.57	0.89
6884	0.52	0.6	0.09
6886	-0.69	-1.53	-0.97
6887	-0.92	-0.76	-0.97
6888	1.72	2.04	2.04
6890	-0.15	-0.48	-0.17
6891	-0.07	-0.43	-0.31
6892	0.54	0.6	0.78
6895	0.16	0.36	0.97
6897	0.49	0.85	1
6898	-1.63	-1.53	-1.48
6899	-1.16	-1.53	-0.97
6900	-0.81	-0.76	-0.97
6901	1	0.83	0.96
6902	1.76	2.03	2.19
6903	0.39	0.75	0.67
6904	0.67	0.9	0.81
6905	0.15	0.2	0.34
6906	-1.63	-0.9	-1.48
6907	1.03	0.95	0.96
6908	0.6	0.64	0.67
6909	-0.05	0.19	-0.23
6910	-0.46	-0.68	-0.59
6911	-0.58	-0.68	-0.66
6913	-0.08	-0.05	-0.23
6915	-0.98	-1.03	-0.97
6916	-0.38	-0.43	-0.45
6917	2.01	1.66	1.66
6919	-0.3	-0.32	-0.17
6920	-0.28	-0.59	-0.07
6925	0.49	0.17	1.01
6926	0.36	0.54	0.72
6927	-1.04	-1.53	-1.48
6928	-1.63	-1.53	-1.48
6929	0.91	1.28	1.5
6934	0.03	-0.06	-0.13
6935	0.85	-0.02	0.86
6936	-0.16	-0.11	-0.16
6938	1.33	1.15	1.22
6939	-1.63	-0.9	-0.97
6940	-0.18	-0.22	-0.34
6941	0.97	1.11	0.72
6942	0.43	0.54	0.76
6943	-1.63	-1.53	-1.48
6944	0.6	1.08	1.36
6945	0.98	1.08	1.44
6948	0.79	0.73	-0.07
6949	0.79	0.68	1.07
6950	2.07	2.13	1.93
6954	-0.98	-1.53	-0.86
6975	-1.63	-1.53	-1.48
6988	0.08	0.34	0.18
6990	2.13	1.83	1.31
6991	-0.27	-0.2	-0.12
6992	1.19	1.44	1.64
6993	2.11	2.39	2.45
6996	0.83	1.12	0.69
6997	-0.98	-1.53	-0.97
6999	-0.76	-0.82	-1.48
7001	2.03	2.34	2.52
7003	1.88	1.29	1.44
7004	0.15	0.15	0.36
7005	-0.1	-0.05	-0.08
7006	-0.49	-0.23	-0.28
7007	-0.78	-0.82	-0.63
7008	0.86	1.09	0.84
7009	1.61	1.83	1.87
7010	-1.04	-0.9	-1.48
7011	0.47	0.52	0.52
7013	0.13	0	0.07
7014	0.08	0.14	0.25
7015	-1.04	-0.58	-0.66
7016	0.13	0.47	0.5
7018	1.24	0.43	-0.28
7019	0.71	0.6	0.51
7020	0.51	0.66	0.46
7021	0.89	0.67	0.58
7022	-0.92	-1.03	-0.33
7023	-0.08	-0.11	0.38
7024	-0.13	-0.04	-0.13
7025	0.73	0.62	0.75
7026	0.94	0.73	0.85
7027	1.15	1.44	1.49
7029	0.32	0.15	0.18
7030	0.47	0.62	0.84
7031	-1.63	-1.53	-1.48
7032	-1.63	-1.53	-1.48
7033	-1.63	-1.53	-1.48
7035	-0.51	0.77	0.25
7036	-0.78	-0.82	-0.63
7037	1.01	0.7	1.01
7038	-0.34	-0.46	-0.97
7039	-0.34	-0.1	-0.48
7040	-0.12	-0.23	0.21
7041	0.51	0.23	1.14
7042	0.13	-0.27	-0.22
7043	0.05	-0.23	0.33
7044	-0.84	-1.53	-1.48
7045	-0.39	-0.43	1.17
7046	0.19	0.05	0.23
7047	-0.64	-0.63	-0.97
7048	1.45	1.18	0.71
7049	0.67	0.9	0.5
7050	0.99	0.82	1.12
7051	-0.88	-0.58	-1.48
7052	-0.09	-0.68	-0.43
7053	-0.53	-0.72	-0.66
7054	-1.63	-1.53	-1.48
7056	-1.63	-0.9	0.49
7057	2.12	0.77	0.65
7058	1.42	-0.59	-0.38
7059	-0.35	-0.42	-0.27
7060	-1.63	-1.53	-0.86
7064	0.48	0.73	0.98
7066	-1.63	-1.03	-0.73
7067	-0.01	0.43	0.31
7068	0.03	-0.39	-0.63
7069	-0.68	-0.82	-0.78
7070	-0.81	-1.53	-0.73
7071	0.43	0.36	0.3
7072	1.01	0.81	0.74
7073	1.34	1	1.21
7074	-0.98	-0.68	-0.86
7075	-0.66	-0.72	-0.86
7076	1.88	1.38	2.28
7077	2.49	2.44	2.36
7078	1.03	1.31	1.54
7079	-0.98	-0.82	-0.97
7080	-1.63	-1.53	-1.48
7082	0.92	0.67	0.63
7083	1.87	1.71	2.05
7084	-0.11	-0.01	0.19
7086	1.43	1.84	1.64
7087	-0.55	-0.49	-0.45
7088	0.06	0.54	0.71
7089	-0.15	0.03	-0.17
7090	0.77	0.76	0.77
7091	-0.1	0.05	-0.24
7092	-0.51	-0.52	-0.73
7093	-1.63	-1.53	-1.48
7094	1.79	2.05	1.87
7095	1.24	1.03	0.65
7096	-0.18	-0.82	-0.86
7097	-0.03	-0.2	-0.36
7098	-0.12	-0.15	-0.17
7099	0.23	0.28	0.22
7100	-0.92	-1.53	-1.48
7101	-0.84	-1.03	-1.48
7102	1.05	0.75	-0.17
7103	-1.04	-1.53	-0.57
7104	-0.48	-0.26	-0.43
7105	1.16	0.63	0.96
7106	2.02	1.87	2.06
7107	1.02	2.15	0.91
7108	0.23	0.61	0.15
7109	1.06	0.97	0.75
7110	0.7	0.53	0.49
7111	-0.4	-0.26	-0.38
7112	2.07	1.71	1.5
7113	-1.63	-1.53	-1.48
7122	-1.04	-1.53	-1.48
7123	-0.92	-1.03	-0.78
7124	-1.16	-1.03	-1.48
7125	-1.16	-1.03	-1.48
7126	1.11	1.46	1.02
7127	0.65	1.57	1.99
7128	0.06	0	-0.29
7130	-0.22	-0.07	-0.55
7132	1.25	1.29	1.24
7133	0.53	0.61	0.81
7134	-0.38	-0.3	-0.16
7135	-0.54	-0.13	-0.28
7136	-1.04	-0.82	-0.86
7137	-0.76	-1.03	-1.48
7138	-0.71	-0.68	-0.69
7139	1.65	0.92	-0.31
7140	-0.92	-1.53	-1.48
7143	-0.62	-0.47	-0.55
7145	-0.3	-0.38	1.06
7148	-0.58	-0.25	-0.3
7150	1.06	0.95	0.8
7153	1.91	1.81	1.55
7155	1.02	0.87	0.8
7156	0.04	0.13	0.07
7157	1.09	1.32	1.58
7158	0.58	0.34	0.39
7159	0.1	-0.01	0.04
7161	-1.63	-1.53	-1.48
7162	0.02	0.06	0.66
7163	0.76	0.55	0.58
7164	-0.42	-0.52	-0.35
7165	1.74	1.74	1.88
7166	-0.88	-1.03	-1.48
7167	2.31	2.29	2.18
7170	2.23	2.32	2.13
7172	-0.2	0.06	-0.14
7173	-1.63	-1.53	-1.48
7174	0.85	0.62	0.83
7175	1.33	1.03	1.26
7177	-1.63	-1.53	-1.48
7178	3.14	3.16	2.78
7180	-0.26	-0.82	-1.48
7181	0.04	0.17	-0.08
7182	0.43	0.26	0.23
7184	2.32	2.14	1.9
7185	-0.81	-1.03	-0.28
7186	0.38	0.52	0.61
7187	0.49	0.67	0.44
7188	0.22	-0.13	0.48
7189	0.13	0.14	0.09
7200	-1.16	-1.53	-1.48
7201	-0.69	-0.54	-0.57
7203	1.99	2.04	1.87
7204	1.11	1.12	0.95
7205	0.75	1.06	1.27
7216	-0.71	-0.76	-0.66
7220	-0.18	-0.24	-0.3
7222	-1.63	-1.53	-1.48
7223	-1.16	-1.03	-0.97
7224	-0.88	-0.9	-0.78
7225	-0.84	-1.53	-1.48
7226	-0.19	0.06	0.18
7227	-0.02	0	0.29
7247	1.33	1.26	1.24
7248	0.59	0.37	0.34
7249	1.05	1.14	0.95
7251	1.21	1.3	1.19
7252	-0.39	-0.44	-0.86
7253	-1.04	-0.82	-0.97
7257	0.71	0.98	0.71
7259	0.52	0.63	0.44
7262	-1.16	-0.82	-0.97
7263	-0.18	0.13	0.12
7264	0.34	0.75	1.12
7265	0.92	1.11	0.85
7266	0.79	0.9	0.79
7267	1.41	1.11	0.91
7268	0.43	0.64	0.89
7272	0.18	0.1	0.19
7273	-0.37	-0.43	-0.5
7274	-0.63	-0.82	-0.69
7275	-0.61	-0.58	-1.48
7276	-1.63	-1.03	-1.48
7277	0.65	-0.19	0.75
7280	1.32	1.92	1.21
7283	0.7	1.05	0.87
7284	1.04	0.96	1.21
7286	-0.39	-0.29	-0.27
7287	-0.59	-0.49	-0.43
7288	-0.5	-0.5	-0.66
7289	1.36	1.51	1.13
7290	0.8	0.83	0.66
7291	0.55	0.25	0.9
7292	-1.16	-1.53	-1.48
7293	-0.58	-0.47	-0.41
7294	-0.42	-0.43	-0.46
7295	2.21	2.46	2.58
7296	1.87	1.75	1.58
7297	0.29	0.09	0.43
7298	1.45	1.53	1.73
7299	-0.2	-0.55	-0.63
7301	-0.16	-0.12	0.51
7305	-1.63	-1.53	-1.48
7306	-0.81	-1.53	-1.48
7316	2.43	2.3	2.15
7317	1.92	2.1	1.96
7318	0.15	-0.04	-0.15
7319	1.51	1.41	1.43
7320	1.69	1.66	1.83
7321	0.14	0.38	0.26
7322	2.08	1.98	1.86
7323	2.35	2.24	2.14
7324	1.7	1.53	1.29
7325	0.82	0.56	0.44
7326	1.13	0.96	0.56
7327	0.83	1.09	1.16
7328	0.88	0.87	0.33
7329	1.79	1.94	2
7332	1.74	1.82	1.77
7334	1.8	1.87	1.77
7335	1.46	1.67	1.64
7336	1.55	1.23	1.63
7337	1.16	0.6	0.69
7341	2	1.99	2.08
7342	1.1	0.64	0.73
7343	1.16	1.17	1.25
7345	1.49	0.83	0.85
7347	0.48	0.47	0.54
7348	-1.63	-1.03	-1.48
7349	-1.63	-1.53	-1.48
7350	-1.63	-1.03	-1.48
7351	-0.66	-0.56	-0.57
7352	-1.63	-1.53	-1.48
7356	-0.98	-1.53	-1.48
7357	0.26	0.14	0.35
7358	1.2	1.22	1.12
7360	1.59	1.6	0.93
7364	-0.84	-1.03	-1.48
7365	-1.63	-1.53	-1.48
7367	-1.63	-1.53	-1.48
7368	-0.32	-0.72	-0.73
7369	-1.63	-1.53	-1.48
7371	1.01	1.07	1.2
7372	1.09	1.1	1.32
7373	-0.76	-0.61	-1.48
7374	0.43	0.27	0.37
7375	0.9	1	0.93
7376	0.55	0.6	0.7
7378	0.14	0.88	1.61
7379	-1.63	-1.53	-1.48
7380	-1.63	-1.53	-0.97
7381	1.37	1.61	1.71
7384	1.82	1.58	1.75
7385	2.18	1.93	2
7386	1.32	1.56	1.69
7388	-1.63	-0.82	-0.69
7389	0.38	0.78	1.07
7390	0.38	0.37	0.85
7391	0.76	0.58	0.81
7392	1.45	1.44	1.58
7398	0.93	0.89	0.93
7399	-1.63	-1.53	-1.48
7401	-0.49	-0.47	-0.59
7402	1.85	1.58	0.8
7403	0.2	0.13	0.02
