gene	GSM2157516	GSM2157515	GSM2157514	GSM2157513
27306	-0.82	-0.65	-0.75	-1.42
27309	0.66	0.67	0.73	0.7
27314	-0.33	-0.12	-0.24	-0.28
27316	0.46	0.46	0.56	0.51
27319	-0.99	-0.38	-0.75	-0.78
27324	-1.49	-1.34	-1.38	-1.42
27327	0.87	1.14	1.19	0.97
27328	-1.49	-1.34	-0.85	-0.9
27329	-0.99	-1.34	-0.85	-1.42
27330	0.58	0.01	0.42	0.24
27332	1.27	1.44	1.34	1.13
27333	2.02	1.96	1.54	1.5
27334	-1.49	-0.65	-1.38	-1.42
27335	0.89	0.69	0.68	0.88
27336	1.25	1.13	1.05	0.99
27338	1.65	1.3	1.47	1.73
27339	1.84	1.78	1.85	1.94
27340	1.33	1.35	1.86	1.61
27341	0.94	0.69	0.88	1.07
27342	0.74	0.75	0.57	0.58
27343	0.08	0.02	-0.02	0.04
27344	-0.73	-1.34	-0.85	-0.78
27345	-0.4	-0.72	-0.34	-0.42
27346	0.71	0.52	0.75	0.78
27347	-0.21	0.08	0.63	0.66
27348	0.74	1	0.99	0.97
27349	0.43	0.08	0.28	0.36
27351	0.86	0.64	0.84	0.94
27352	0.19	0.09	0.15	0.19
27429	1.2	0.62	0.9	1.11
27430	0.95	1.09	0.93	0.91
27433	0.23	0.27	0.35	0.45
27434	0.24	0.42	0.07	0.14
27436	0.73	0.74	0.99	0.83
27443	-0.51	-0.49	-0.78	-0.61
27445	-0.52	-0.72	-0.55	-0.68
28231	-0.23	-0.57	-0.2	-0.09
28232	0.17	0.81	0.26	0.26
28234	-1.49	-1.34	-1.38	-1.42
28316	-1.49	-1.34	-1.38	-1.42
28511	0.47	0.15	0.26	0.32
28512	-0.19	-0.04	-0.15	-0.18
28513	-0.99	-1.34	-1.38	-1.42
28514	-0.01	-0.3	-0.38	-0.41
28951	0.13	0.57	0.62	0.54
28952	0.58	0.41	0.45	0.58
28954	-1.49	-1.34	-1.38	-1.42
28955	-0.12	-0.14	-0.19	-0.1
28956	0.37	0.18	0.2	0.38
28957	0.06	-0.05	0.09	0.2
28958	0.5	0.3	0.27	0.26
28959	0.81	0.58	0.8	0.93
28960	0.52	0.59	0.58	0.61
28962	0.47	0.63	0.46	0.32
28964	1.73	1.1	1.18	1.44
28965	-1.49	-1.34	-1.38	-0.9
28966	0.02	0.21	0.1	0.07
28968	-1.49	-1.34	-1.38	-1.42
28969	1.68	1.3	1.49	1.58
28970	0.32	0.44	0.46	0.35
28971	-0.19	-0.06	-0.27	-0.25
28972	0.98	1.44	1.19	1.1
28973	0.41	0.32	0.7	0.74
28974	0.78	0.67	0.56	0.82
28976	0.88	0.76	0.85	0.78
28977	0.74	0.55	0.79	0.68
28978	-0.29	-0.29	-0.32	-0.33
28981	0.41	0.42	0.5	0.39
28983	-0.06	-0.78	-0.46	-0.47
28984	-0.44	-0.26	-0.19	-0.07
28985	0.37	0.43	0.4	0.22
28986	-0.51	-0.38	-0.31	-0.33
28987	1	0.8	0.88	1.15
28988	1.34	1.56	0.92	1.12
28989	0.36	0.23	0.51	0.66
28990	-0.2	-0.17	-0.1	-0.14
28991	-0.11	-0.17	-0.09	-0.03
28992	-0.19	-0.08	-0.32	-0.28
28996	0.91	0.62	1.11	0.76
28998	0.52	0.54	0.86	0.77
28999	-0.82	-0.72	-0.75	-0.78
29015	-0.54	-0.75	0.65	0.54
29028	1.47	1.54	1.81	1.58
29035	0.64	0.82	0.79	0.65
29058	0.13	0.33	0.19	0.13
29062	0.13	-0.07	0.01	0.03
29063	0.23	0.25	0.26	0.25
29066	0.69	0.84	0.88	0.71
29068	0.34	0.32	0.48	0.34
29070	-0.99	-1.34	-1.38	-1.42
29071	0.43	0.49	0.28	0.17
29072	1.13	1.35	1.54	1.27
29074	0.81	0.6	0.77	0.92
29078	0.44	0.4	0.43	0.38
29079	0.42	0.46	0.55	0.62
29080	0.51	0.59	0.57	0.63
29081	-0.12	-0.13	-0.11	-0.09
29083	0.3	0.69	0.27	0.23
29085	0.29	0.1	0.16	0.36
29086	0.82	0.72	0.5	0.63
29087	0.2	0.09	0.4	0.35
29088	0.54	0.58	0.69	0.67
29089	-0.1	-0.15	-0.15	-0.11
29090	0.38	0.32	0.39	0.24
29091	0.07	-0.43	-0.7	-0.68
29093	0.38	0.26	0.46	0.47
29094	1.11	0.94	1.18	1.11
29095	0.34	0.34	0.23	0.25
29097	0.78	0.86	1.04	0.91
29098	0.64	0.28	0.52	0.64
29099	0.09	0.09	0.13	0.25
29100	0.29	0.27	0.1	0.27
29101	0.95	0.74	0.64	0.77
29102	1.14	1.11	1.43	1.47
29103	-0.06	-0.06	0.02	-0.08
29104	0.07	-0.06	0.03	-0.06
29105	0.64	0.94	0.56	0.55
29106	-1.49	-1.34	-1.38	-1.42
29107	0.18	0.06	0.38	0.41
29108	-0.67	-0.6	-0.85	-0.9
29110	0.56	0.72	0.64	0.58
29113	-1.49	-1.34	-1.38	-1.42
29114	-0.82	-0.78	-0.82	-0.78
29115	0.83	0.76	0.7	0.8
29116	-0.18	0.01	0.04	-0.05
29117	1.16	1.32	1.19	1.14
29118	-0.47	-0.36	-0.41	-0.46
29119	-0.73	-1.34	-0.82	-0.78
29122	-0.82	-1.34	-0.75	-0.78
29123	1.93	1.83	1.89	1.88
29126	-0.31	-0.3	-0.3	-0.38
29127	1.69	1.49	1.91	1.91
29128	1.46	1.09	1.58	1.75
29760	0.04	-0.28	-0.26	-0.24
29761	0.87	0.93	1.05	0.87
29763	0.44	0.09	0.06	0.2
29765	-0.5	-0.46	-0.45	-0.55
29766	1.7	1.76	1.65	1.66
29767	-0.24	-0.26	0.06	-0.04
29775	0.73	0.16	0.37	0.54
29777	0.11	0.1	0.19	0.3
29780	0.44	-0.16	0.4	0.69
29781	1.58	1.42	1.56	1.68
29785	-0.42	-0.36	-0.5	-0.52
29789	1.47	1.61	1.7	1.65
29796	0.91	0.51	0.49	0.64
29799	-0.26	-0.29	-0.32	-0.32
29800	0.04	-0.15	-0.12	-0.03
29801	0.72	0.68	0.71	0.91
29802	-1.49	-1.34	-1.38	-1.42
29803	0.53	0.16	0.25	0.31
29841	0.13	-0.16	-0.2	-0.28
29842	-0.28	-0.25	-0.34	-0.39
29843	0.97	0.83	0.98	0.93
29844	-0.09	-0.15	-0.18	-0.06
29850	-0.73	-1.34	-1.38	-0.9
29851	-1.49	-1.34	-1.38	-1.42
29855	0.8	0.93	0.93	0.86
29880	0.61	0.63	0.59	0.57
29881	-0.88	-0.65	-0.75	-1.42
29882	1	1	1.15	1.3
29883	1.46	1.56	1.44	1.31
29886	0.65	0.56	0.43	0.62
29887	0.48	0.73	0.71	0.5
29888	1.15	0.95	0.73	0.94
29889	0.95	0.91	1.05	1.06
29890	1.42	1.28	1.34	1.45
29893	0.17	-0.11	0.1	0.11
29894	1.18	0.97	1.19	1.35
29895	-0.42	-0.48	-0.54	-0.54
29896	1.39	1.44	1.43	1.35
29899	0.93	0.69	0.88	0.83
29901	0.18	0.11	0.22	0.43
29902	0.9	0.78	0.74	0.73
29903	-0.37	-0.4	-0.53	-0.5
29904	0.3	0.52	0.12	0.09
29906	-0.99	-1.34	-1.38	-1.42
29907	0.2	0.14	0.03	0.21
29909	-1.49	-1.34	-1.38	-1.42
29911	0.79	0.49	0.12	0.36
29914	0.24	0.21	0.33	0.32
29915	0.09	0.5	0.24	0.12
29916	0.39	0.34	0.34	0.3
29920	0.79	0.57	0.68	0.87
29922	0.1	0.03	0.21	0.21
29923	0	-0.29	-0.15	-0.09
29924	1.23	1.44	0.77	0.98
29925	0.04	-0.02	-0.01	0.16
29926	0.19	0.33	0.27	0.36
29927	2.2	2.1	2.09	2.19
29928	0.46	0.46	0.43	0.4
29929	0.22	0.29	0.32	0.3
29930	-1.49	-1.34	-1.38	-1.42
29933	-0.61	-1.34	-1.38	-1.42
29934	1.29	1.31	1.18	1.09
29937	0.02	-0.04	0.02	0.13
29940	0.78	1.38	1.15	0.97
29941	0.08	-0.2	0.01	0.13
29942	-0.22	-0.11	-0.17	-0.16
29943	0.08	-0.32	-0.55	-0.45
29944	-1.49	-1.34	-1.38	-1.42
29945	1.37	1.51	1.45	1.35
29946	-0.24	-0.27	-0.29	-0.27
29947	-1.49	-1.34	-1.38	-0.9
29948	0.58	0.05	0.01	-0.03
29949	-0.99	-1.34	-1.38	-0.9
29950	0.19	0.18	-0.04	-0.02
29951	-0.99	-1.34	-1.38	-0.9
29952	-0.41	-0.43	-0.09	-0.1
29953	-1.49	-1.34	-1.38	-1.42
29954	0.54	0.37	0.46	0.36
29956	1.82	1.78	1.72	1.69
29957	1.23	1.35	1.26	1.17
29958	-1.49	-1.34	-1.38	-1.42
29959	1.44	1.38	1.25	1.3
29964	-0.55	-0.72	-0.72	-0.49
29965	0.31	0.43	0.61	0.46
29966	1.75	1.53	1.37	1.19
29967	0.4	0.59	0.53	0.49
29968	2.16	2.42	2.07	2.06
29969	0.49	0.71	0.69	0.58
29970	0.13	0.15	0.6	0.58
29974	-1.49	-1.34	-1.38	-1.42
29978	1.07	0.91	0.91	0.99
29979	1.7	1.69	1.84	1.83
29980	0.27	0.26	0.38	0.39
29982	0.19	0.2	0.28	0.24
29984	0.43	0.43	0.18	0.33
29985	0.17	-0.01	0.05	0.1
29986	-0.57	-0.48	-0.54	-0.46
29988	-0.13	-0.17	-0.17	-0.1
29989	-1.49	-1.34	-1.38	-1.42
29990	-0.88	-1.34	-1.38	-1.42
29991	-1.49	-1.34	-1.38	-1.42
29992	-0.99	-1.34	-0.89	-0.72
29993	-0.88	-0.63	-0.89	-0.9
29994	0.38	0.77	0.67	0.48
29995	-0.99	-0.61	-0.16	-0.15
29999	-1.49	-1.34	-1.38	-1.42
30000	1.99	1.9	1.85	1.88
30001	0.79	0.98	0.81	0.68
30008	1	1.57	1.36	1.63
30009	-1.49	-1.34	-1.38	-1.42
30010	-0.99	-1.34	-1.38	-1.42
30011	0.77	1.49	1.5	1.38
30012	-0.82	-1.34	-0.44	-0.41
30061	-0.32	0.3	-0.03	-0.11
30062	-0.88	-0.72	-0.53	-0.72
30811	-0.99	-0.81	-0.56	-0.52
30812	-0.39	-0.35	0.13	0.19
30813	-1.49	-1.34	-1.38	-1.42
30814	-0.58	-0.67	-1.38	-0.68
30815	0.07	0.25	0.44	0.53
30818	-0.61	-0.42	-0.51	-0.39
30819	-0.99	-1.34	-0.72	-1.42
30820	-0.99	-1.34	-1.38	-0.72
30827	1.04	0.83	0.76	1.01
30832	-0.16	0.23	0.22	0.17
30833	0.63	0.44	0.44	0.57
30834	-0.08	-0.03	0.02	0.16
30835	-1.49	-1.34	-1.38	-1.42
30836	1.04	1.06	1.41	1.29
30837	0.91	0.75	0.9	0.79
30844	1.07	1.31	0.45	0.54
30845	-0.26	0.14	-0.25	-0.21
30846	1.44	1.47	1.23	1.32
30849	0.17	0.25	0.2	0.27
30850	0.38	0.35	0.49	0.7
30851	1.05	1.15	0.81	0.97
30968	0.89	0.64	0.68	0.79
43847	-0.57	-0.46	-0.66	-0.68
43849	-0.99	-1.34	-1.38	-1.42
49854	0.23	0.25	0.42	0.27
49855	0.14	0.19	0.08	-0.03
49856	0.05	-0.08	-0.02	0.01
49860	-1.49	-1.34	-1.38	-1.42
49861	-0.99	-1.34	-1.38	-0.9
50484	0.19	0.17	0.12	-0.02
50485	0.16	0.05	0.24	0.27
50486	-1.49	-0.5	-0.61	-0.64
50487	-0.82	-1.34	-1.38	-0.9
50488	1.34	0.97	0.7	0.82
50489	-1.49	-1.34	-1.38	-1.42
50506	-0.41	-0.53	-0.63	-0.59
50507	0.61	0.52	0.62	0.38
50508	-1.49	-1.34	-1.38	-1.42
50509	0.94	0.62	2.03	2.21
50511	-0.88	-1.34	-1.38	-0.9
50512	-0.04	0.44	-0.24	-0.18
50515	0.63	1.08	1.07	0.93
50604	-1.49	-1.34	-1.38	-1.42
50613	-1.49	-1.34	-1.38	-1.42
50614	-1.49	-1.34	-1.38	-0.9
50615	-0.77	-1.34	-1.38	-1.42
50616	-1.49	-1.34	-1.38	-1.42
50617	-0.39	-0.09	-0.35	-0.31
50618	1.21	0.97	0.92	0.66
50619	0.06	-0.19	-0.09	-0.01
50624	-1.49	-0.85	-1.38	-1.42
50626	0.93	0.89	0.94	1.07
50628	0.62	-0.23	0.32	0.52
50632	-1.49	-1.34	-1.38	-1.42
50636	-0.99	-1.34	-1.38	-1.42
50640	0.86	0.76	0.55	0.38
50649	-0.52	-0.6	-0.42	-0.39
50650	0.3	0.18	0.19	0.07
50651	-0.88	-1.34	-1.38	-0.9
50674	-1.49	-1.34	-1.38	-1.42
50700	-1.49	-0.61	-0.85	-0.59
50717	0.88	1.1	0.89	0.97
50801	-0.67	-1.34	-0.72	-0.57
50804	1.63	1.72	1.89	1.79
50805	-0.99	-1.34	-1.38	-1.42
50807	1.26	1.5	1.47	1.38
50808	1.08	1.2	0.98	0.82
50809	1.62	1.8	1.59	1.68
50813	1.5	1.07	0.99	1.24
50814	0.91	1	1.1	0.97
50831	-1.49	-1.34	-1.38	-1.42
50832	-1.49	-1.34	-1.38	-1.42
50833	-1.49	-1.34	-1.38	-1.42
50834	-1.49	-1.34	-1.38	-1.42
50837	-1.49	-1.34	-1.38	-1.42
50838	-1.49	-1.34	-1.38	-1.42
50839	-1.49	-1.34	-1.38	-1.42
50840	-1.49	-1.34	-1.38	-1.42
50846	-0.77	-0.54	-0.75	-0.9
50848	1.07	0.87	0.45	0.57
50852	-1.49	-1.34	-1.38	-1.42
50853	-0.05	-0.39	0.15	0.28
50855	-0.16	-0.18	-0.27	-0.21
50856	-0.7	-0.78	-0.75	-0.9
50859	-0.99	-0.72	-0.78	-0.72
50861	-1.49	-1.34	-1.38	-1.42
50862	0.93	0.54	0.54	0.42
50863	-1.49	-1.34	-1.38	-0.9
50865	-0.04	-0.07	-0.16	-0.03
50937	0.12	1.7	0.26	0.08
50939	-0.54	-0.56	-0.6	-0.64
50940	-0.99	-1.34	-0.78	-0.9
50943	-0.63	-0.85	-0.7	-0.68
50944	-0.51	-1.34	-0.66	-0.68
50945	-0.99	-1.34	-1.38	-1.42
50964	-1.49	-1.34	-1.38	-1.42
50999	1.52	1.56	1.65	1.58
51000	0.03	0.09	0.13	0.07
51001	0.24	0.36	0.41	0.32
51002	0.67	0.64	0.62	0.56
51003	-0.03	0.02	-0.07	-0.01
51004	0.45	0.11	0.12	0.17
51005	-0.3	-0.31	-0.43	-0.36
51006	0.42	0.19	0.18	0.43
51008	0.23	0.05	0.18	0.19
51009	0.81	0.85	0.71	0.74
51010	0.21	0.12	0.13	0.24
51013	0.58	0.55	0.64	0.66
51014	2.11	2.22	2.04	1.89
51015	0.92	0.68	0.7	0.68
51016	-0.41	-0.26	-0.38	-0.36
51018	0.75	0.65	0.91	0.95
51020	0.29	0.18	0.29	0.31
51021	0.08	0.1	0.03	0.1
51022	0.12	0.3	0.19	0.13
51023	0.52	0.46	0.35	0.39
51024	1	0.76	0.71	0.89
51025	-0.02	-0.18	-0.02	0.08
51026	1.17	1.02	1.39	1.33
51027	-0.01	-0.19	-0.16	-0.08
51028	1.15	1.11	1.01	0.95
51029	0.84	1.03	1	0.81
51030	0.62	0.87	0.57	0.48
51031	0.89	1.13	0.95	0.66
51035	1.24	1.03	0.95	1.22
51042	-0.16	-0.29	-0.17	-0.16
51043	0.7	0.61	0.4	0.56
51046	-1.49	-1.34	-0.85	-1.42
51050	-0.47	-0.25	-0.38	-0.45
51052	-1.49	-1.34	-1.38	-1.42
51053	0.5	0.27	0.71	0.63
51056	1.56	1.44	1.57	1.69
51057	-0.19	-0.08	-0.25	-0.26
51058	-0.22	-0.26	-0.29	-0.22
51059	-1.49	-1.34	-1.38	-1.42
51060	0.46	0.68	0.57	0.63
51061	0.32	0.44	0.47	0.39
51062	-0.35	-0.39	-0.51	-0.41
51063	-0.7	-0.37	-0.23	-0.13
51065	1.08	1.01	1.17	1.19
51066	-1.49	-1.34	-1.38	-1.42
51067	0.46	0.33	0.57	0.52
51068	0.75	0.79	1.09	1
51069	0.42	0.31	0.39	0.58
51070	0.24	0.23	0.23	0.37
51071	0.2	0.03	0.15	0.15
51072	0.71	0.78	0.97	0.85
51073	0.26	0.17	0.3	0.41
51074	0.02	0.09	0.04	0.09
51075	0.87	0.89	0.85	0.82
51076	-0.1	-0.11	-0.18	-0.2
51077	0.76	0.64	0.71	0.7
51078	0.44	0.13	0.46	0.58
51079	0.78	0.68	0.35	0.62
51081	0.99	0.89	0.77	0.97
51082	1.66	1.31	1.3	1.49
51083	-1.49	-1.34	-0.85	-1.42
51084	-0.04	-0.14	-0.23	-0.18
51085	-0.36	-0.59	-0.61	-0.54
51086	-0.99	-1.34	-0.63	-0.72
51087	-0.6	-0.78	-0.89	-0.61
51088	0.85	1.07	0.51	0.59
51090	-0.67	-0.52	-1.38	-0.78
51091	0.41	0.48	0.38	0.24
51092	1.25	1.35	1.16	1.26
51093	0	0.02	0.1	0.17
51094	1.59	1.61	1.44	1.57
51095	1.04	1.03	1.13	1.05
51096	1.18	1.17	1.13	1.15
51097	0.33	0.38	0.48	0.41
51098	0.56	0.65	0.51	0.53
51099	0.26	0.3	0.49	0.37
51100	1.58	2.06	1.98	1.88
51101	0.25	0.8	0.35	0.41
51102	0.23	-0.01	0.22	0.34
51103	0.13	0.23	0.15	0.1
51104	0.8	0.82	0.79	0.63
51105	0.92	1	1.03	0.78
51106	-0.12	-0.12	-0.14	-0.19
51107	1.28	1.08	1.13	1.32
51108	1.04	1.11	1.01	0.94
51109	0.75	0.4	0.61	0.52
51110	0.5	0.65	0.59	0.44
51112	0.56	0.33	0.23	0.33
51114	0.35	0.51	0.18	0.08
51115	-0.31	-0.24	-0.34	-0.34
51116	0.47	0.39	0.63	0.65
51117	-0.15	-0.37	-0.14	-0.03
51119	1.03	0.81	0.9	0.94
51122	0.46	0.24	0.52	0.56
51123	1.69	1.69	1.82	1.75
51124	0.65	0.53	0.62	0.63
51125	1.16	1.2	1.06	1.04
51126	0.59	0.56	0.86	0.8
51127	-0.37	-0.42	-0.45	-0.44
51128	0.83	0.95	0.71	0.63
51129	0.16	0.67	0.03	0.13
51130	0.12	0.18	0.16	0.06
51131	-0.41	-0.36	-0.35	-0.47
51132	1.8	1.79	1.9	1.61
51133	0.8	0.55	0.67	0.7
51134	0.58	0.49	0.71	0.61
51135	-0.08	-0.05	-0.02	0.02
51136	0.57	0.96	0.81	0.65
51138	1.19	1.18	1.2	1.09
51141	0.71	0.71	0.3	0.18
51142	2.11	1.92	1.66	1.91
51143	0.99	1.07	0.94	0.97
51144	1.49	1.56	1.73	1.63
51146	-1.49	-1.34	-1.38	-1.42
51147	0.48	0.39	0.37	0.53
51148	-0.41	-0.3	-0.19	-0.25
51150	1.35	1.53	1.43	1.48
51151	-1.49	-1.34	-1.38	-1.42
51154	0.78	0.59	0.77	0.95
51156	-0.88	-1.34	-0.75	-1.42
51157	-0.22	-0.26	-0.28	-0.25
51161	-0.58	-1.34	-1.38	-0.9
51162	-0.38	-0.48	-0.3	-0.34
51163	0.46	0.27	0.44	0.5
51164	1.22	1.37	1.1	1.03
51166	-1.49	-1.34	-1.38	-1.42
51167	0.47	0.47	0.5	0.46
51168	-0.7	-1.34	-0.82	-0.72
51170	0.21	0.45	0.46	0.32
51171	-0.49	-0.67	-0.6	-0.68
51172	0.11	0.09	0.05	0.13
51174	-0.05	0.04	0.07	-0.01
51175	-0.27	-0.22	-0.17	-0.25
51176	-0.49	-1.34	-0.39	-0.31
51177	-0.01	-0.21	0.25	0.41
51179	-1.49	-1.34	-1.38	-1.42
51181	-0.3	-0.43	-0.59	-0.41
51182	1.01	0.99	1.27	1.22
51184	0.64	0.4	0.45	0.56
51185	0.43	0.47	0.63	0.46
51187	1.13	1.21	1.22	1.19
51192	-0.16	-0.31	-0.22	-0.28
51193	0.12	0.2	0.48	0.33
51194	0.82	0.73	1.11	1.02
51195	-0.03	-0.2	-0.25	-0.29
51196	-0.63	-0.5	-0.14	-0.17
51199	0.87	0.58	0.97	0.87
51200	-0.61	-0.65	-1.38	-0.9
51201	0.18	-0.06	0.09	-0.08
51202	1.18	1.09	1.11	1.17
51203	0.76	1.06	1.02	0.96
51204	0.1	0.01	0.01	0.03
51205	0.19	0.14	0.06	0.07
51206	-0.82	-0.81	-1.38	-0.9
51207	-0.63	-0.69	-0.85	-0.64
51208	-1.49	-1.34	-0.56	-0.78
51209	-1.49	-1.34	-1.38	-0.9
51218	1.16	0.63	0.74	0.89
51222	0.4	0.22	0.13	0.27
51225	-0.4	-0.42	-1.38	-0.54
51226	-0.23	0.07	-0.05	-0.06
51227	0.11	0.14	-0.01	0.01
51228	1.53	1.2	0.74	0.77
51230	0.67	1.01	1.18	1.06
51231	0.26	0.29	0.05	0.16
51232	0.34	0.46	0.5	0.44
51234	0.72	0.75	0.72	0.78
51236	0.06	-0.17	-0.02	0.16
51237	-1.49	-1.34	-1.38	-0.9
51239	-0.18	-0.3	-0.21	-0.2
51241	0.05	-0.05	-0.04	-0.12
51244	0.16	0.21	0.3	0.2
51246	0.95	1.36	1.04	1.18
51247	1.12	1.43	1.35	1.25
51248	0.99	0.76	0.67	0.61
51249	0.03	0.04	0.19	0.04
51250	-0.07	-0.13	-0.1	-0.11
51251	0.5	0.51	0.42	0.29
51252	-0.55	-0.54	-1.38	-1.42
51253	0.85	0.55	0.78	0.87
51255	1.09	0.82	0.75	0.87
51256	0.01	-0.05	0	0.04
51257	0.28	0.28	0.04	0.1
51258	0.81	0.55	0.53	0.7
51259	-0.09	-0.06	0.01	-0.05
51260	1.19	1.07	1.09	1.08
51263	0.6	0.48	0.55	0.61
51264	0.13	-0.09	0	0.03
51265	-0.03	0.05	-0.03	-0.09
51266	-1.49	-1.34	-1.38	-1.42
51267	-0.88	-1.34	-1.38	-1.42
51268	-1.49	-0.81	-1.38	-1.42
51271	0.74	0.7	0.73	0.77
51272	-0.03	-0.01	-0.05	0
51274	1.74	1.82	1.37	1.24
51277	0.28	-0.04	0.19	0.15
51278	0.72	0.77	1.16	1.21
51279	-0.45	-0.36	-0.51	-0.49
51280	0.26	0.62	0.89	0.9
51281	-0.51	-0.85	-0.85	-0.72
51282	0.31	0.19	0.3	0.39
51283	0.3	0.54	0.36	0.33
51284	-0.54	-0.54	-0.63	-0.52
51285	-0.31	-0.33	-0.38	-0.34
51286	-1.49	-1.34	-1.38	-1.42
51287	-0.3	-0.31	-0.42	-0.35
51289	-1.49	-1.34	-1.38	-1.42
51290	1.04	1.05	1.14	1.01
51291	0.08	-0.12	0.01	0.11
51292	0.32	0.32	0.38	0.34
51293	-0.03	0.08	0.14	0.19
51294	-0.88	-1.34	-0.82	-1.42
51295	0.05	0	0.06	0.14
51296	-0.46	-0.81	-0.31	-0.38
51297	-1.49	-1.34	-1.38	-1.42
51298	-1.49	-1.34	-1.38	-1.42
51299	-0.5	-0.33	-0.2	-0.31
51300	0.33	0.31	0.31	0.38
51301	0.14	0.19	0.23	0.08
51302	-0.25	-0.31	0	-0.08
51303	-0.13	-0.09	0.1	0.26
51304	1.37	1.29	1.38	1.38
51305	-1.49	-1.34	-1.38	-1.42
51306	1.19	1.23	1.13	0.91
51307	1.1	1.18	1.15	1.16
51308	-0.63	-0.81	-0.54	-0.61
51309	-0.63	-0.19	-0.06	-0.08
51310	-0.34	-0.32	-0.35	-0.3
51311	-1.49	-1.34	-1.38	-1.42
51312	0.75	0.79	0.78	0.74
51313	-0.7	-0.49	0.43	0.41
51314	-1.49	-1.34	-1.38	-1.42
51315	1.09	0.92	0.67	0.62
51316	-0.63	-0.72	-0.65	-0.64
51317	0.27	0.61	0.59	0.58
51318	0.05	0.05	-0.03	0.05
51319	0.95	1.01	0.83	0.82
51320	1.98	1.56	1.73	1.62
51322	1.64	1.69	1.75	1.49
51324	1.05	1.09	0.9	0.9
51329	0.82	0.55	0.48	0.68
51330	1.87	1.59	1.39	1.63
51332	-0.54	-0.67	-0.24	-0.23
51333	-0.02	-0.09	-0.07	-0.01
51334	-1.49	-1.34	-1.38	-1.42
51335	0.26	0.16	0.12	0.19
51337	0.1	0.1	0	0.1
51338	-1.49	-1.34	-1.38	-1.42
51339	-0.4	-0.75	-0.16	-0.21
51340	0.61	0.8	0.96	0.93
51341	1	0.93	0.85	0.99
51343	0.79	0.56	0.77	0.97
51347	0.19	0.33	0.06	0.11
51350	-0.63	-1.34	-0.82	-0.55
51360	0.8	0.78	0.86	0.58
51361	0.66	0.43	0.19	0.06
51362	0.55	0.47	0.91	0.75
51363	0.11	0.4	0.25	0.15
51364	-0.67	-1.34	-0.85	-0.59
51365	-0.01	-0.15	0.08	0.08
51366	1.67	1.86	2.11	1.83
51367	0.55	0.46	0.19	0.36
51368	0.49	0.5	0.23	0.44
51371	1.63	1.46	1.47	1.51
51372	0.81	0.81	0.95	0.87
51373	0.74	0.62	0.57	0.64
51374	0.55	0.64	0.29	0.3
51375	0.06	0.06	0.18	0.12
51377	1.02	0.75	0.96	0.87
51378	-0.88	-1.34	-1.38	-0.9
51379	0.72	0.62	0.78	0.73
51380	0.08	0.17	-0.01	0.16
51382	0.93	0.88	0.66	0.57
51384	-0.77	-0.78	-0.82	-0.9
51386	1.62	1.51	1.69	1.82
51388	1.08	1.05	1.08	1.21
51389	1.05	1	1.12	1.16
51390	0.41	0.41	0.41	0.31
51393	-0.73	-1.34	-0.53	-0.59
51397	0.67	0.48	0.43	0.37
51398	0.69	0.55	0.44	0.56
51399	0.81	0.65	0.68	0.8
51400	0.47	0.53	0.37	0.28
51406	0.84	0.83	0.77	0.79
51409	-0.04	-0.1	-0.11	-0.04
51411	-0.77	-1.34	-0.78	-0.72
51412	-1.49	-1.34	-1.38	-1.42
51421	1.6	1.76	1.8	1.87
51422	0.19	0.11	0.14	0
51426	-0.06	0.04	0.23	0.1
51428	0.69	0.39	0.66	0.84
51429	1.23	1.28	1.37	1.38
51430	0.61	0.59	0.87	0.67
51433	2.36	2.23	2.16	2.18
51434	1.12	0.79	0.82	1.02
51435	-0.28	0.02	0.29	0.13
51439	0.66	0.82	0.74	0.63
51440	-1.49	-0.85	-1.38	-1.42
51441	1.03	1.04	1.18	1.13
51442	-1.49	-0.85	-1.38	-1.42
51444	0.55	0.28	0.48	0.39
51447	0.33	0.42	0.36	0.34
51449	1.24	1.42	1.33	1.33
51450	-0.22	0.49	0.04	0.05
51451	0.19	0.17	0.13	0.07
51454	-0.45	0.43	0.39	0.23
51455	0.16	0.54	0.36	0.27
51458	-0.99	-1.34	-1.38	-1.42
51460	0.45	0.62	0.4	0.33
51465	0.84	1.02	0.75	0.83
51466	1.08	0.44	0.55	0.77
51471	-0.44	-0.43	-0.75	-0.64
51473	-0.88	-0.81	-0.72	-0.9
51474	0.2	0.57	1.14	1.08
51475	-1.49	-1.34	-1.38	-1.42
51477	1.19	0.86	0.72	0.96
51478	0.33	0.49	0.61	0.59
51479	1.49	1.6	1.53	1.38
51491	0.73	0.46	0.77	0.91
51493	1.66	1.59	1.71	1.74
51495	0.99	1.29	1.09	0.96
51496	0.83	0.88	1.04	0.82
51497	0.63	0.37	0.63	0.81
51499	0.25	0.09	0.05	0.13
51503	1.06	1.16	1.15	1.2
51504	0.78	0.56	0.51	0.72
51506	0.76	0.72	0.71	0.87
51510	1.13	1.2	0.89	0.92
51512	0.22	0.02	0.37	0.63
51514	0.71	0.73	1.09	1.03
51517	0.01	-0.05	0.03	0.07
51520	1.93	1.84	1.85	1.81
51522	0.87	0.71	0.75	0.95
51523	0.02	-0.14	0.31	0.48
51524	0.21	0.13	0.32	0.3
51526	0.45	0.6	0.74	0.68
51527	0.56	0.46	0.32	0.27
51528	0.68	0.46	0.41	0.31
51529	1.05	0.84	0.81	1.03
