gene	GSM1076115	GSM1076114
5660	2.57	2.56
5662	0.3	0.03
5663	1.14	1.13
5664	0.25	0.26
5681	0.72	0.72
5682	1.02	1.17
5683	1.28	1.36
5684	1.16	1.33
5685	1.05	1.14
5686	0.93	1.1
5687	1.4	1.33
5688	1.5	1.55
5689	1.5	1.52
5690	1.39	1.32
5691	1.56	1.6
5692	1.69	1.65
5693	1.57	1.57
5694	1.5	1.45
5695	1.39	1.42
5696	0.47	-0.07
5697	-1.56	-1.59
5698	-0.21	-0.46
5699	0.49	0.16
5700	1.42	1.47
5701	1.32	1.44
5702	1.74	1.78
5704	1.47	1.51
5705	1.52	1.55
5706	0.82	1.11
5707	1.57	1.69
5708	2.09	2.14
5709	1.72	1.81
5710	1.64	1.68
5711	0.82	0.94
5713	1.46	1.57
5714	2.01	2.05
5715	0.55	0.52
5716	0.2	0.07
5717	1.25	1.34
5718	0.9	1.04
5719	1.28	1.36
5720	0.74	0.48
5721	0.82	0.47
5723	0.62	0.65
5724	-0.82	-0.78
5725	2.32	2.34
5726	-1.56	-1.59
5727	0.48	0.33
5728	1.12	1.32
5729	-1.07	-1.59
5730	-1.56	-1.59
5731	0.88	0.87
5732	-0.61	-0.91
5733	-0.82	-0.68
5734	0.01	-0.11
5737	-0.06	-0.34
5738	1.48	1.45
5739	-0.27	-0.52
5740	0.3	0.25
5741	-1.56	-1.59
5742	0.15	0.13
5743	2.37	2.15
5744	-0.71	-0.86
5745	0.25	0.22
5746	-1.07	-1.59
5747	1.13	1.17
5753	-0.65	-0.61
5754	2.29	2.1
5756	1.29	1.31
5764	0.91	0.69
5768	2.04	2.03
5770	1.19	1.06
5771	0.3	0.21
5774	0.11	0.08
5775	-0.34	-0.22
5777	-0.51	-0.57
5778	-0.52	-0.68
5780	1.31	1.3
5781	1.93	1.96
5782	0.7	0.71
5783	0.19	-0.01
5784	1.83	1.8
5786	1.2	1.25
5787	-0.16	-0.07
5788	-0.55	-0.61
5790	-0.94	-0.86
5791	-0.06	-0.12
5792	1.8	1.74
5793	1.12	1.16
5794	-1.56	-1.59
5795	0.3	0.09
5796	0.78	0.95
5797	1.13	1.08
5798	1.53	1.45
5799	-1.56	-1.59
5800	-0.94	-0.82
5801	-0.94	-0.82
5802	1.98	1.87
5803	0.13	-0.03
5805	-0.29	-0.26
5806	1.91	0.96
5810	-0.02	-0.01
5813	0.29	0.37
5814	0.89	1.05
5816	-1.56	-1.59
5818	0.98	1.21
5819	1.31	1.02
5824	0.94	0.9
5825	0.67	0.74
5826	0.2	0.17
5827	-0.53	-0.55
5828	0.21	0.27
5829	0.82	0.88
5830	1.07	1.02
5831	0.17	0.16
5832	1.29	1.28
5833	0.5	0.49
5834	1.23	1.25
5836	0.25	-0.12
5837	-0.61	-0.68
5860	0.55	0.51
5861	1.71	1.79
5862	1.3	1.41
5863	0.45	0.46
5864	0.08	0.01
5865	-0.13	0.41
5866	-0.32	-0.28
5867	0.09	0.17
5868	0.52	0.64
5869	1.32	1.28
5870	1.18	1.16
5871	-0.05	0.03
5872	0.1	0.07
5873	-0.29	-0.33
5874	-0.11	0.01
5875	0.3	0.25
5876	0.58	0.69
5877	0.5	0.51
5878	1.76	1.7
5879	1.86	1.92
5880	-0.37	-0.51
5881	0.42	0.26
5883	0.42	0.53
5884	0.04	0.09
5885	0.96	1.13
5886	0.64	0.67
5887	1.81	1.89
5888	-0.13	0.03
5889	-0.41	-0.36
5890	-0.68	-0.62
5891	-0.49	-0.45
5892	0.12	0.11
5893	0.01	-0.06
5894	1	1.08
5896	-1.07	-1.59
5897	-1.07	-1.1
5898	0.58	0.62
5899	1.02	1.01
5900	0.7	0.59
5901	2.06	2.16
5902	1.31	1.4
5905	1.42	1.59
5906	0.23	0.36
5908	1.33	1.44
5909	-0.25	-0.17
5910	1.23	1.29
5911	0.67	0.64
5912	0.36	0.38
5913	-0.73	-0.6
5914	0.76	0.94
5915	-0.49	-0.42
5916	1.5	1.38
5917	1.32	1.37
5918	0.04	-0.05
5919	-0.31	-0.47
5921	0.45	0.8
5922	0.34	0.4
5923	-0.73	-0.82
5924	-0.71	-0.68
5925	-0.14	-0.09
5926	0.26	0.24
5927	0.85	0.79
5928	1.46	1.63
5929	0.43	0.46
5930	0.83	0.93
5931	1.41	1.66
5932	-0.08	0
5933	0.02	0.07
5934	0.44	0.45
5935	1.52	1.57
5936	0.13	0.2
5937	1.49	1.57
5939	1.49	1.5
5947	0.33	0.03
5948	-1.56	-1.59
5949	-1.56	-1.59
5950	-0.44	-0.39
5954	1.76	1.79
5955	1.05	1.26
5956	-1.56	-0.98
5957	-1.56	-1.59
5959	-0.42	-0.47
5961	-1.56	-1.59
5962	1.32	1.54
5965	0.13	0.14
5966	-0.06	-0.06
5967	-0.87	-0.98
5968	-0.42	-0.43
5970	1.5	1.38
5971	1.04	0.6
5972	-1.56	-1.1
5973	0.74	0.57
5976	1.52	1.58
5977	1.05	1.03
5978	1.04	0.94
5979	-0.14	-0.15
5980	0.15	0.29
5981	0.66	0.75
5982	0.49	0.56
5983	0	0.1
5984	-0.24	-0.18
5985	0.1	0.19
5986	0.38	0.32
5987	0.76	0.84
5989	0.76	0.69
5990	-0.44	-0.43
5991	-0.38	-0.33
5992	-1.56	-1.59
5994	0.01	0.01
5995	-1.56	-1.59
5996	-0.94	-0.91
5997	-0.32	-0.37
5998	1.08	0.61
5999	0.03	0.18
6000	-1.07	-0.82
6001	-0.2	-0.22
6002	1.05	0.93
6003	-1.56	-1.59
6004	1.76	1.29
6005	-1.07	-0.75
6006	-0.63	-0.67
6009	0.94	1.03
6010	-0.61	-0.73
6011	-0.4	-0.4
6013	-0.82	-0.98
6014	-1.56	-1.59
6015	0.31	0.21
6016	0.67	0.7
6017	-0.94	-1.1
6018	0.64	0.64
6035	-1.56	-1.59
6036	-1.56	-1.59
6038	0.85	0.79
6039	-1.56	-1.59
6041	-0.4	-0.36
6045	0.38	0.49
6046	1.82	1.9
6047	1.48	1.56
6048	0.33	0.28
6049	0.94	0.93
6050	1.77	1.81
6051	1.03	1.02
6059	1.32	1.53
6091	0.81	0.72
6092	0.24	-0.06
6093	0.25	0.77
6094	-0.29	-0.28
6095	0.33	0.09
6096	-0.82	-0.61
6097	-1.56	-1.59
6098	-1.56	-1.1
6100	0.18	0.12
6101	-1.56	-1.1
6102	-0.18	-0.03
6103	-0.52	-0.44
6117	0.96	1.21
6118	0.13	0.26
6119	-0.28	-0.21
6120	0.2	0.28
6121	-1.56	-1.59
6122	2.52	2.58
6123	-1.56	-1.59
6124	2.64	2.63
6125	0.41	0.52
6128	2.49	2.48
6129	2.3	2.33
6130	2.48	2.46
6132	2.67	2.65
6133	2.26	2.24
6134	1.28	1.32
6135	1.55	1.6
6136	0.78	0.76
6137	2.68	2.62
6138	2.46	2.43
6139	2.2	2.14
6141	2.3	2.3
6142	2.58	2.61
6143	2.54	2.48
6144	2.29	2.25
6146	1.66	1.63
6152	2.02	1.92
6154	2.42	2.39
6155	0.96	0.91
6156	2.08	2.01
6157	2.08	2.07
6158	2.43	2.36
6160	2.16	2.12
6164	-1.56	-1.59
6165	2.35	2.2
6166	1.53	1.5
6167	2.6	2.47
6168	2.67	2.51
6169	1.94	1.86
6170	1.7	1.93
6175	3.08	3.08
6181	2.7	2.6
6182	0.86	0.91
6183	0.59	0.52
6184	2.07	1.96
6185	2.15	2.11
6187	2.96	2.99
6188	2.47	2.47
6192	2.42	2.4
6193	2.52	2.49
6194	2.47	2.48
6195	0.04	-0.03
6196	0.44	0.61
6197	0.52	0.68
6198	0.45	0.56
6199	0.21	0.26
6201	2.24	2.21
6202	2.41	2.39
6203	2.44	2.44
6204	2.5	2.45
6205	2.4	2.3
6206	2.54	2.26
6207	2.21	2.12
6208	2.55	2.47
6209	2.51	2.46
6210	2.36	2.35
6217	2.44	2.45
6218	2.24	2.11
6222	2.37	2.34
6223	2.35	2.3
6224	2.35	2.31
6227	2.45	2.29
6228	1.93	1.96
6229	2.31	2.29
6230	1.99	1.96
6231	2.54	2.47
6233	2.15	2.17
6234	1.6	1.53
6235	0.81	0.65
6236	-0.16	-0.27
6237	1.17	0.88
6239	0.87	0.69
6240	1.12	1.34
6241	1.03	1.34
6242	0.43	0.38
6247	-1.56	-1.1
6248	-0.82	-0.4
6249	1.41	1.15
6251	1.07	1.08
6252	-0.94	-0.7
6253	-0.32	-0.28
6256	1.29	1.34
6257	0.72	0.69
6258	-1.56	-1.1
6259	1.57	1.53
6261	-0.54	-0.47
6262	-0.82	-0.73
6263	-0.62	-0.7
6271	-0.04	-0.12
6272	0.03	0.05
6274	-0.56	-0.52
6275	1.18	1.31
6276	-1.07	-1.1
6277	2.71	2.75
6279	-0.61	-0.91
6280	-1.56	-1.59
6281	1.3	1.37
6282	-1.56	-1.59
6284	0.48	0.35
6285	-0.46	-0.52
6288	-1.56	-1.1
6293	0.94	0.87
6294	1.42	1.45
6295	-0.63	-0.64
6296	-0.78	-0.75
6297	0.37	0.38
6299	-0.23	-0.28
6300	-0.06	-0.06
6301	1.6	1.72
6302	1.06	1.03
6303	0.58	0.58
6304	-0.28	-0.27
6305	1.71	1.69
6307	0.38	0.51
6309	0.47	0.38
6310	0.99	1.01
6311	1.23	1.3
6314	0.3	0.21
6317	-1.56	-1.59
6318	-1.56	-1.59
6319	1.17	1.07
6320	0.07	-0.1
6323	-0.82	-0.75
6324	0.9	0.85
6327	-0.59	-0.64
6328	-0.87	-0.86
6329	-1.56	-1.59
6330	-1.56	-1.59
6331	-0.87	-0.82
6332	-1.56	-0.86
6334	-0.87	-0.75
6335	-1.07	-1.1
6336	-1.07	-1.59
6337	-0.49	-0.49
6338	-1.56	-1.59
6340	-1.56	-1.59
6341	0.03	0.05
6342	0.74	0.68
6344	-1.07	-1.59
6345	-0.33	-0.37
6346	-1.56	-1.59
6347	-0.87	-1.59
6351	-0.62	-1.59
6352	0.12	-0.36
6356	-0.63	-0.78
6357	1.98	0.39
6361	-0.43	-0.47
6363	-1.56	-1.59
6364	0.77	-0.29
6366	-1.56	-1.59
6367	-1.07	-1.1
6369	-1.56	-0.82
6370	-0.3	-0.29
6372	1.76	0.45
6375	-1.56	-1.59
6376	1.01	0.84
6382	1.92	1.72
6383	1.4	1.58
6385	2.1	1.74
6386	1.39	1.54
6387	2.19	2.63
6388	1.23	1.14
6389	1.64	1.71
6390	1.28	1.24
6391	1.25	1.19
6392	1.11	1.11
6396	1.9	1.82
6397	1.27	1.31
6398	-1.56	-1.59
6399	-0.22	-0.11
6400	1.74	1.62
6401	-0.51	-0.55
6402	-1.07	-0.98
6403	0.03	0.26
6404	-0.58	-0.57
6405	0.82	1.06
6416	0.83	0.89
6418	1.72	1.83
6421	1.46	1.6
6422	1.63	1
6423	0.23	-0.15
6424	-0.3	-0.29
6425	-1.56	-1.1
6426	1.15	1.4
6427	1.49	1.51
6428	1.26	1.43
6429	0.82	0.8
6431	1.32	1.41
6432	0.85	1.01
6433	0.91	0.9
6434	0.9	1.07
6439	-0.87	-0.75
6440	-1.56	-1.59
6441	-1.56	-1.59
6442	-0.87	-0.75
6443	0.5	0.37
6444	0.05	0
6445	-1.07	-1.1
6446	1.63	1.73
6447	-0.75	-0.86
6448	0.4	0.42
6449	1.49	1.49
6451	0.58	1.09
6452	-0.07	-0.01
6453	1.18	1.28
6455	1.5	1.46
6456	-0.94	-0.91
6457	-0.68	-0.58
6461	0.13	0.19
6462	-1.07	-1.59
6464	1.88	1.84
6468	0.15	0.16
6469	-1.56	-1.59
6470	-0.09	-0.01
6472	1.18	1.26
6474	0.13	0.03
6476	-0.82	-0.98
6477	-0.01	0.03
6478	0.16	0.06
6480	-0.1	0.12
6482	0.94	1.06
6483	1.59	1.48
6484	0.18	0.23
6487	0.68	0.6
6489	-0.78	-0.65
6490	-0.62	-0.53
6491	-0.19	-0.08
6492	-0.68	-0.64
6493	0.1	0.46
6494	0.63	0.67
6495	0.38	0.2
6496	-0.94	-0.98
6497	1.92	2.04
6498	1.23	1.12
6499	0.96	0.86
6500	1.27	1.38
6502	0.05	0.16
6503	-0.71	-1.59
6504	-1.07	-0.98
6505	-0.53	-0.49
6506	-0.78	-0.63
6507	-0.15	-0.13
6508	0.24	0.27
6509	0.99	0.89
6510	0.7	0.75
6511	0.81	0.96
6512	-0.94	-1.1
6513	2.16	1.52
6514	-1.56	-1.59
6515	0.1	-0.19
6517	-0.6	-0.64
6518	-0.73	-1.1
6519	-1.56	-0.75
6520	1.55	1.51
6521	-1.56	-1.59
6522	1.67	1.67
6523	-1.07	-1.59
6524	-0.82	-1.1
6525	1.44	1.54
6526	0.31	0.64
6528	-0.94	-0.68
6529	-1.56	-0.98
6530	-0.94	-1.1
6531	-1.56	-1.1
6532	-0.94	-0.73
6533	1.8	2.03
6534	-0.78	-0.78
6535	1.58	1.66
6536	0.02	0.15
6538	-1.56	-1.59
6539	-0.71	-0.82
6540	-1.56	-1.59
6541	1.32	1.38
6542	1.44	0.5
6543	-0.78	-0.65
6545	-0.3	-0.36
6546	-0.15	-0.02
6547	-0.4	-0.37
6548	1.06	1.03
6549	-0.68	-0.49
6550	-1.56	-1.59
6553	0.03	0.08
6554	-0.94	-0.78
6555	-0.94	-0.82
6556	-0.35	-0.46
6557	-0.82	-0.75
6558	0.37	0.25
6559	-1.56	-1.59
6560	1.71	1.67
6561	-0.67	-0.57
6563	-0.54	-0.4
6564	-0.87	-0.64
6565	-0.56	-0.59
6566	0.59	0.35
6567	0.93	0.24
6568	-1.56	-1.59
6569	-1.07	-1.59
6570	-1.56	-0.86
6571	-0.49	-0.4
6572	-1.56	-1.59
6573	0.46	0.49
6574	1.77	1.42
6575	1.07	1.14
6578	0.94	1.01
6579	-0.94	-0.64
6580	-1.07	-0.98
6581	-1.56	-1.59
6582	-1.07	-1.59
6583	-0.42	-0.52
6584	-0.12	-0.13
6585	-0.65	-0.73
6586	2.03	1.54
6590	-0.47	-0.57
6591	0.42	0.5
6594	-0.33	-0.25
6595	0.68	0.44
6596	-0.02	0.03
6597	1.97	2.04
6598	1.25	1.25
6599	1.4	1.53
6601	1.39	1.39
6602	0.48	0.51
6603	0.76	0.78
6604	0.44	0.51
6605	1.31	1.37
6606	0.32	0.32
6608	1.5	1.58
6609	0.99	0.91
6610	0.22	0.29
6611	0.06	0.21
6612	1.13	1.06
6613	1.16	1.3
6614	-0.43	-0.52
6615	1.56	1.49
6616	-1.56	-0.98
6617	0.4	0.18
6618	0.64	0.64
6619	0.13	0.17
6620	-1.56	-1.59
6621	0.29	0.33
6622	-0.68	-0.62
6623	-0.49	-0.52
6624	2.56	2.72
6625	1.87	1.95
6627	0.38	0.58
6628	1.81	1.84
6629	0.15	0.23
6632	0.6	0.65
6633	1.05	1.04
6634	0.98	0.97
6635	-1.56	-1.59
6636	1.12	0.9
6638	0.08	0.11
6640	1.05	1.1
6641	-0.5	-0.49
6642	0.91	0.78
6643	0.71	0.8
6645	0.38	0.36
6646	1.4	1.47
6647	1.71	1.71
6648	1.54	0.89
6649	2.03	1.26
6650	0.61	0.62
6651	1.97	1.99
6652	-0.08	-0.12
6653	-0.36	-0.36
6654	0.53	0.68
6655	0.24	0.35
6656	-1.56	-1.1
6657	-0.78	-0.98
6658	-1.56	-1.59
6659	1.3	1.52
6660	-0.17	-0.32
6662	0.34	0.33
6663	-0.87	-0.86
6664	0.43	0.26
6665	-1.56	-1.59
6666	0.1	0.17
6667	1.07	1.04
6668	0.32	0.34
6670	0.39	0.51
6671	-0.36	-0.34
6674	-0.38	-0.37
6675	1.04	0.72
6676	-0.33	-0.34
6677	-1.56	-1.59
6678	3.17	3.16
6683	0.29	0.35
6687	0.75	0.79
6688	-0.5	-0.62
6689	-0.82	-0.73
6690	-1.56	-1.59
6692	-0.68	-0.73
6693	-0.87	-0.98
6694	-1.56	-1.59
6695	-0.68	-0.73
6696	3.04	2.86
6697	0.83	0.92
6698	-0.37	-0.15
6707	-0.53	-0.63
6708	-0.87	-0.68
6709	2.27	2.28
6710	-0.36	-0.4
6711	2.38	2.52
6712	-0.4	-0.39
6713	0.91	0.87
6714	1.35	1.42
6715	-0.31	-0.24
6716	-1.07	-1.59
6717	1.02	1.04
6718	-1.56	-0.91
6720	1.58	1.48
6721	1.85	1.72
6722	1.58	1.58
6723	1.56	1.53
6725	-0.87	-1.1
6726	0.83	0.83
6727	1.04	0.97
6728	0.47	0.47
6729	1.52	1.73
6730	1.65	1.58
6731	1.46	1.47
6732	0.86	1.04
6733	0.79	0.85
6734	1.87	1.8
6737	0.16	-0.24
6738	0.36	0.61
6741	0.59	0.95
6742	0.05	0.12
6745	1.88	1.9
6746	1.73	1.55
6747	1.96	2.04
6748	1.26	1.19
6749	1.64	1.75
6750	-1.56	-1.59
6751	-0.78	-0.75
6752	-0.87	-0.82
6753	-0.87	-0.98
6754	-0.5	-0.51
6755	-1.56	-1.1
6760	1.11	1.17
6764	0.86	0.89
6767	1.54	1.63
6768	-0.44	-0.51
6769	-0.37	-0.43
6770	-0.32	-0.37
6772	1.76	0.5
6773	1.45	0.4
6774	1.92	1.83
6775	-0.94	-0.98
6776	0.68	0.47
6777	0.84	0.74
6778	1.37	1.27
6780	1.27	1.18
6781	0.39	-0.18
6782	0.78	0.76
6783	-1.56	-1.59
6785	-0.23	-0.25
6786	0.38	0.41
6787	-0.11	-0.13
6788	0.11	0.21
6789	0.42	0.48
6790	-0.05	0.18
6792	-0.32	-0.34
6793	0.38	0.26
6794	1.29	1.32
6795	-1.56	-0.82
6801	0.57	0.67
6804	0.07	0.06
6809	0.01	0.06
6810	0.7	0.66
6811	1.08	0.94
6812	1.22	1.09
6813	0.02	-0.01
6814	0.15	0.12
6815	-0.56	-0.54
6819	-1.56	-1.59
6820	-0.71	-0.7
6821	0.19	0.18
6822	-1.56	-1.59
6827	0.54	0.5
6829	1.89	1.91
6830	1.87	1.85
6832	0.26	0.28
6833	-1.56	-1.1
6834	0.19	0.25
6835	0.38	0.4
6836	2.33	2.29
6837	0.94	1.09
6838	0.61	0.58
6839	0.19	0.32
6840	0.86	0.85
6843	-0.23	-0.2
6844	0.53	0.4
6845	-0.16	0.05
6847	-1.07	-1.59
6850	0.03	0.31
6853	-0.25	-0.21
6854	-0.82	-0.7
6855	-0.82	-0.75
6856	0.63	0.77
6857	-0.94	-0.73
6860	-0.87	-0.78
6861	-0.19	-0.37
6862	-1.56	-1.59
6863	-0.71	-0.78
6865	-1.56	-0.98
6866	-1.56	-1.59
6867	1.06	0.87
6868	1	0.92
6869	-0.78	-0.75
6870	-1.56	-0.82
6871	0.05	0.09
6872	0.75	0.74
6873	0.7	0.72
6874	0.06	0.15
6875	-0.26	-0.2
6876	2.95	2.9
6877	-0.32	-0.28
6878	0.55	0.52
6879	-0.29	-0.33
6880	-0.32	-0.3
6881	0.89	0.82
6882	0.23	0.21
6883	0.28	0.29
6884	-0.08	0.05
6886	-1.07	-1.1
6887	-0.73	-0.91
6888	1.31	1.4
6890	1.14	0.41
6891	0.73	0.45
6892	1.49	1.01
6895	0.59	0.6
6897	1.34	1.42
6898	-1.56	-1.59
6899	-0.56	-0.52
6900	-1.56	-0.91
6901	0.15	0.19
6902	0.77	0.8
6903	0.38	0.41
6904	0.99	1.01
6905	0.07	0.15
6906	-1.56	-1.59
6907	1.28	1.41
6908	0.2	0.2
6909	-0.14	-0.06
6910	0.21	0.16
6911	-0.71	-0.78
6913	1.33	1.24
6915	-0.27	-0.27
6916	-0.34	-0.3
6917	0.85	1.01
6919	-0.32	-0.33
6920	-0.1	-0.15
6925	0.95	1.06
6926	1.03	0.77
6927	-1.07	-1.59
6928	-1.07	-0.75
6929	1.41	1.46
6934	0.12	0.37
6935	1.01	1.05
6936	-0.33	-0.28
6938	1.15	1.19
6939	-1.56	-1.59
6940	-0.26	-0.29
6941	0	0.2
6942	1.06	1.08
6943	-1.56	-1.1
6944	0.69	0.72
6945	0.47	0.42
6948	1.3	1.23
6949	1.09	1.14
6950	1.83	1.95
6954	-0.87	-1.1
6975	-1.56	-1.59
6988	0.3	0.3
6990	0.62	0.76
6991	-0.71	-0.6
6992	0.96	0.95
6993	1.09	1.09
6996	0.73	0.67
6997	-1.56	-1.1
6999	-1.07	-1.59
7001	1.78	1.75
7003	2.05	2.07
7004	-0.13	-0.03
7005	0.95	0.94
7006	-0.29	-0.18
7007	-0.71	-0.75
7008	0.47	0.64
7009	2.1	2.01
7010	-0.56	-0.64
7011	0.67	0.56
7013	-0.22	-0.17
7014	0.29	0.26
7015	-0.11	-0.11
7016	0.93	0.97
7018	-0.34	-0.37
7019	0.16	0.23
7020	-0.3	-0.27
7021	-0.6	-0.47
7022	-1.56	-0.98
7023	-0.26	-0.27
7024	0.1	0.1
7025	-0.26	-0.1
7026	0.61	0.85
7027	1.26	1.37
7029	0.16	0.19
7030	1.24	1.03
7031	-1.56	-1.59
7032	-1.56	-1.59
7033	-1.56	-1.59
7035	0.22	0.36
7036	-0.59	-0.65
7037	0.89	1.05
7038	-0.59	-0.55
7039	-0.5	-0.38
7040	1.61	1.37
7041	1.92	1.92
7042	0.44	0.54
7043	1.96	2.05
7044	-1.07	-1.1
7045	1.28	0.72
7046	0.34	0.34
7047	-0.82	-0.86
7048	1.42	1.34
7049	1.31	0.47
7050	0.83	0.76
7051	-0.53	-0.82
7052	0.3	0.49
7053	-0.82	-0.7
7054	-1.56	-1.59
7056	1.83	1.71
7057	3.98	3.97
7058	2.82	2.3
7059	0.26	0.39
7060	0.75	0.15
7064	1.23	1.29
7066	-0.63	-0.59
7067	0.98	0.77
7068	-0.39	-0.35
7069	-1.56	-0.82
7070	2	1.8
7071	0.8	0.82
7072	0.22	0.31
7073	0.5	0.58
7074	0.95	0.67
7075	-0.94	-0.91
7076	2.94	2.69
7077	2.73	2.82
7078	2.65	2.61
7079	-0.71	-0.57
7080	-0.94	-1.59
7082	1.25	1.25
7083	0.05	0.34
7084	0.12	0.11
7086	2.03	2.01
7087	-0.45	-0.51
7088	0.78	1.04
7089	-0.1	-0.04
7090	1.25	1.16
7091	-0.18	-0.18
7092	0.96	1.44
7093	-0.87	-0.98
7094	2.68	2.7
7095	1.1	1.19
7096	-0.75	-0.54
7097	0.24	-0.25
7098	-0.17	-0.29
7099	-0.1	-0.05
7100	-0.39	-0.43
7101	-0.87	-0.82
7102	-0.06	-0.02
7103	-1.56	-1.59
7104	-1.07	-0.86
7105	0.27	0.27
7106	1.59	1.82
7107	0.56	0.66
7108	-0.25	-0.28
7109	0.92	0.84
7110	0.6	0.68
7111	-0.65	-0.91
7112	0.44	0.74
7113	-1.07	-1.1
7122	-1.56	-1.59
7123	-0.94	-0.91
7124	-0.65	-0.78
7125	-1.56	-0.98
7126	1.68	1.7
7127	1.5	1.11
7128	0.52	0
7130	0.07	-0.38
7132	1.67	1.62
7133	1.21	0.96
7134	-0.41	-0.42
7135	-0.5	-0.43
7136	-0.82	-0.78
7137	-0.65	-0.73
7138	-0.63	-0.75
7139	-0.4	-0.37
7140	-0.82	-0.73
7143	-0.78	-0.64
7145	1.98	2.07
7148	-0.65	-0.6
7150	0.79	0.89
7153	0.48	0.97
7155	0.81	1.19
7156	0.13	0.11
7157	1.67	1.56
7158	0.75	0.8
7159	0.49	0.52
7161	-1.56	-1.59
7162	0.86	0.91
7163	0.49	0.71
7164	-0.28	-0.22
7165	1.05	1.04
7166	-0.82	-0.86
7167	2.5	2.22
7170	2.04	2.08
7172	-0.34	-0.36
7173	-1.56	-1.59
7174	0.95	1.1
7175	1.48	1.72
7177	-1.56	-1.59
7178	2.74	2.73
7180	-1.56	-1.1
7181	0.13	0.15
7182	0.53	0.52
7184	2.55	2.58
7185	-0.51	-0.6
7186	0.56	0.4
7187	1.09	0.97
7188	0.07	0.17
7189	0.21	0.19
7200	-1.07	-1.59
7201	-1.56	-1.59
7203	1.99	2.02
7204	1.7	1.74
7205	1.26	1.1
7216	0.03	0.07
7220	-0.15	-0.15
7222	-0.51	-0.82
7223	-1.07	-0.7
7224	-1.56	-0.98
7225	-0.44	-0.41
7226	-0.87	-0.98
7227	0.5	0.41
7247	1.03	1.16
7248	0.73	0.7
7249	1.45	1.45
7251	1.01	1.03
7252	-0.71	-0.82
7253	-0.59	-0.82
7257	1.14	1.08
7259	1.24	1.2
7262	-0.75	-0.65
7263	-0.31	-0.3
7264	0.72	0.73
7265	0.41	0.47
7266	1.06	1.06
7267	1.14	1.26
7268	0.35	0.37
7272	-0.42	-0.27
7273	-0.67	-0.56
7274	-0.73	-0.82
7275	-0.67	-0.67
7276	-1.56	-1.59
7277	0.98	1.2
7280	1.9	1.88
7283	0.73	0.8
7284	1.44	1.47
7286	-0.23	-0.19
7287	-0.47	-0.44
7288	-0.94	-1.1
7289	1.12	1.18
7290	0.71	0.75
7291	0.44	0.51
7292	-1.07	-1.59
7293	-0.65	-0.64
7294	-1.07	-0.65
7295	1.82	1.81
7296	2	2.17
7297	0.64	0.54
7298	0.39	0.41
7299	-0.82	-1.1
7301	0.34	0.5
7305	-0.42	-0.49
7306	-1.56	-1.59
7316	2.91	2.95
7317	2.34	2.37
7318	0.23	-0.25
7319	0.39	0.44
7320	0.75	0.79
7321	0.29	0.3
7322	1.05	1.28
7323	1.48	1.6
7324	0.62	0.71
7325	0.17	0.06
7326	0.42	0.56
7327	1.26	1.24
7328	1.22	1.26
7329	1.51	1.57
7332	1.4	1.49
7334	0.81	1
7335	1.75	1.81
7336	-0.1	0.13
7337	0.54	0.98
7341	0.57	0.6
7342	0.74	0.78
7343	1.29	1.41
7345	0.69	0.88
7347	-0.01	-0.02
7348	-1.56	-0.86
7349	-1.56	-1.59
7350	-1.56	-1.59
7351	0.14	-0.19
7352	-0.94	-1.59
7356	-1.56	-1.59
7357	0.93	0.98
7358	1.63	1.66
7360	0.45	0.67
7364	-1.56	-1.1
7365	-1.56	-1.59
7367	-1.56	-1.59
7368	-1.56	-1.1
7369	-1.56	-1.59
7371	1.47	1.44
7372	0.7	0.88
7373	-0.11	-0.28
7374	-0.16	-0.04
7375	1.46	1.46
7376	1.2	1.09
7378	-0.26	-0.41
7379	-1.56	-1.59
7380	-1.56	-1.59
7381	0.43	0.56
7384	1.84	1.82
7385	1.1	1.1
7386	0.75	0.77
7388	-1.56	-1.59
7389	0.48	0.43
7390	-0.08	-0.03
7391	0.48	0.48
7392	0.84	0.85
7398	0.07	0.27
7399	-1.07	-1.1
7401	-0.82	-0.6
7402	1.73	1.84
7403	0.13	0.33
7405	0.55	0.68
7407	1.78	1.85
7408	1.59	1.62
7409	-0.48	-0.67
7410	0.14	0.32
7411	0.02	0.19
7412	1.33	0.86
7414	2.46	2.51
7415	2.4	2.5
7416	1.85	1.89
7417	1.54	1.61
7419	1.06	1.17
7421	0.79	0.17
7422	1.76	1.32
7423	0.34	0.31
7424	0.22	-0.01
7425	0.16	-0.15
7428	0.42	0.26
7429	-0.94	-1.59
7430	0.46	0.53
7431	3.2	3.4
7432	-0.87	-0.86
7433	-0.78	-0.78
7434	-0.65	-0.75
7436	0.45	0.12
7439	-0.6	-0.64
7441	-0.63	-0.53
7442	-1.07	-1.1
7443	-0.09	0
7444	-0.26	-0.25
7447	-0.87	-0.98
7448	-1.56	-1.59
7450	-0.44	-0.49
7453	1.24	1.28
7454	-0.56	-0.64
7455	-1.07	-0.86
7456	0.63	0.61
7458	2.07	2.08
7461	1.42	1.42
7462	-0.62	-0.57
7464	-0.5	-0.65
7465	-0.08	0.08
7466	1.11	1.11
7469	0.57	0.51
7471	-1.07	-1.1
7472	-0.3	-0.16
7473	-1.07	-1.59
7474	1.15	1.1
7475	-0.94	-0.91
7476	-1.56	-1.1
7477	-1.56	-0.91
7478	-1.56	-1.59
7479	-1.56	-1.59
7480	-0.37	-0.22
7481	0.73	0.34
